action_max,action_min,actor_direction_l2,actor_kernel_mode,actor_relative_solve_residual,actor_system_rows,adv_avg,adv_max,adv_med,adv_min,adv_var,clipfrac,curr_lr,entropy,eplenmean,eprewmean,fps,grad_norm,head_critic_cholesky_info_max,head_critic_curvature_coef,head_critic_direction_l2,head_critic_ggn_quadratic,head_critic_jacobi_scale_max,head_critic_jacobi_scale_min,head_critic_kernel_mode,head_critic_linear_solve_dtype,head_critic_objective_coef,head_critic_relative_solve_residual,head_critic_solve_residual,head_critic_solver_mode,head_critic_system_rows,head_history_projection_l2,head_parameter_delta_l2,head_to_actor_update_ratio,kl,loss_pi,loss_v,lr,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,optimizer_history_correction,optimizer_momentum,paper_clip_scale,paper_critic_relative_solve_residual,paper_shared_critic_direction_l2,policy_parameter_delta_l2,post_shared_to_post_head_policy_kl,post_shared_to_post_head_policy_logit_max_abs,ratio_max,ratio_min,ret_avg,ret_max,ret_med,ret_min,ret_var,shared_parameter_delta_l2,shared_to_actor_update_ratio
14,0,0.1374630481004715,paper_sampled_policy_value_score,6.514301844617876e-07,512,0.027080586180090904,0.057717908173799515,0.027907807379961014,0.0023810442071408033,5.0370043027214706e-05,0.0,0.5,2.635622501373291,25.53,0.0,1498,0.1389693021774292,0,0.1,0.004060043953359127,2.0795458112843335e-05,1.4139111254923302,1.413739519683644,deterministic_value_head_jacobian_b,torch.float64,1.0,4.917199194603686e-16,2.4015136858297307e-16,symmetric_jacobi_cholesky_fp64,512,0.11739706993103027,0.002030014991760254,0.014767713844776154,0.012963902205228806,-0.02838897705078125,0.00010861679766094312,0.5,9,40960,27.676202941220254,40960,1.0,1e-06,1.0,6.460135182351223e-07,0.008397480472922325,0.041732873767614365,0.0,0.0,1.3771448135375977,0.6898057460784912,0.026497330516576767,0.04523909464478493,0.026158511638641357,0.007108088117092848,2.6531723051448353e-05,0.05491224676370621,0.39946913719177246
14,0,0.5627346634864807,paper_sampled_policy_value_score,1.8296939288120484e-06,512,-0.029660135507583618,33.00405502319336,-0.15095923840999603,-2.920012950897217,2.4267187118530273,0.0,0.0001,2.299278497695923,35.47,0.01,1500,6.30271577835083,0,0.1,0.6454238295555115,0.7774918079376221,1.4057939117806568,1.3367590845221131,deterministic_value_head_jacobian_b,torch.float64,1.0,9.932513925615117e-16,1.3915751029475046e-13,symmetric_jacobi_cholesky_fp64,512,1.0587648153305054,5.123815753904637e-06,9.105207027459983e-06,0.05073725804686546,0.02633783221244812,4.425193786621094,0.0001,19,81920,55.36863885214552,81920,1.0,1e-06,0.07933086901903152,1.2458543096727226e-05,6.137486457824707,2.2259912384470226e-06,0.0,0.0,1.9476662874221802,0.3462049663066864,0.27285969257354736,34.82543182373047,-0.049091238528490067,-0.14834313094615936,3.8832130432128906,4.848068783758208e-05,8.615195110905915e-05
14,0,0.6045849919319153,paper_sampled_policy_value_score,8.67038238538953e-07,512,0.09274661540985107,29.87725257873535,-0.18261215090751648,-1.0478898286819458,4.091433048248291,0.0,0.22168378200531003,2.4541783332824707,38.99,0.01,1482,3.1939890384674072,0,0.1,0.5184369087219238,0.24206413328647614,1.4099190773711623,1.3646834754895079,deterministic_value_head_jacobian_b,torch.float64,1.0,3.900631112353e-16,3.811475238874229e-14,symmetric_jacobi_cholesky_fp64,512,0.8069160580635071,0.017991458997130394,0.029758362099528313,0.0272178053855896,0.03403483331203461,2.8816397190093994,0.22168378200531003,29,122880,83.92882360517979,122880,1.0,1e-06,0.1565440148115158,4.917649221169995e-06,2.7334060668945312,0.012221085838973522,0.0,0.0,1.6592720746994019,0.31329840421676636,0.20549654960632324,29.93659019470215,-0.13514164090156555,-0.1703042984008789,4.687789440155029,0.10047078132629395,0.16618140041828156
14,0,0.3973398208618164,paper_sampled_policy_value_score,6.577218414349773e-07,512,-0.1709144562482834,0.712558925151825,-0.16900548338890076,-2.5735418796539307,0.02439088746905327,0.0,0.00022554649486628797,2.5627503395080566,68.9,0.0,1460,0.39554187655448914,0,0.1,0.06389890611171722,0.009264531545341015,1.4135138532337728,1.3822204696666418,deterministic_value_head_jacobian_b,torch.float64,1.0,5.462935002429147e-16,3.126770982524795e-15,symmetric_jacobi_cholesky_fp64,512,0.35874199867248535,1.441141648683697e-05,3.6269750125939026e-05,0.05712505802512169,-0.014076958410441875,0.003097944427281618,0.00015036432991085864,39,163840,112.28096905490384,163840,1.0,1e-06,1.0,7.087768949531892e-07,0.048664387315511703,3.5743047192227095e-05,0.0,0.0,2.581718921661377,0.15239658951759338,-0.061409421265125275,1.3155646324157715,-0.15361541509628296,-0.21979568898677826,0.043908581137657166,8.137144322972745e-05,0.00020479055820032954
14,0,0.25800636410713196,paper_sampled_policy_value_score,5.510062237590319e-07,512,-0.08091583847999573,31.143882751464844,-0.1743880957365036,-6.393520355224609,2.6154468059539795,0.0,0.5,2.6417903900146484,54.61,0.02,1502,4.570949077606201,0,0.1,0.7716897130012512,1.0858436822891235,1.4137326164485131,1.3655837499412038,deterministic_value_head_jacobian_b,torch.float64,1.0,3.332455617985684e-16,1.409009000884201e-14,symmetric_jacobi_cholesky_fp64,512,0.9410809874534607,0.04220614209771156,0.16358566284179688,0.005500728730112314,0.04051097109913826,0.49084633588790894,0.5,49,204800,139.72427507815883,204800,1.0,1e-06,0.10938645154237747,5.917372618569061e-07,4.37144136428833,0.008175206370651722,0.0,0.0,1.5071340799331665,0.44909989833831787,0.26355499029159546,31.536209106445312,-0.07602394372224808,-0.29134154319763184,2.596794843673706,0.23927493393421173,0.9273993372917175
14,0,0.4338582456111908,paper_sampled_policy_value_score,1.6474202766403323e-06,512,-0.19028478860855103,0.087003692984581,-0.1713820844888687,-1.0758060216903687,0.008364983834326267,0.0,0.003844335937499999,2.439940929412842,41.06,0.0,1484,0.43657711148262024,0,0.1,0.043691713362932205,0.004623538814485073,1.412863076488469,1.3455971910363647,deterministic_value_head_jacobian_b,torch.float64,1.0,5.575477708150042e-16,2.7071203985585666e-15,symmetric_jacobi_cholesky_fp64,512,0.7544319033622742,0.0001679655397310853,0.0003871438093483448,0.15041770040988922,-0.2090815156698227,0.0021634860895574093,0.002562890624999999,59,245760,167.2977970931679,245760,1.0,1e-06,1.0,9.179264566228085e-07,0.050224799662828445,0.0007544615073129535,0.0,0.0,8.319148063659668,0.10000000149011612,-0.11529389023780823,0.380621075630188,-0.17354696989059448,-0.26861798763275146,0.01696844771504402,0.0014798284973949194,0.003410857170820236
14,0,0.40877145528793335,paper_sampled_policy_value_score,7.883834769017994e-06,512,-0.16673578321933746,2.277961492538452,-0.15399891138076782,-4.761094570159912,0.10982979089021683,0.0,0.0007593749999999997,1.1275842189788818,169.75,0.05,1499,0.5991259217262268,0,0.1,0.09618664532899857,0.09194789826869965,1.3934297893937324,1.1137101201409627,deterministic_value_head_jacobian_b,torch.float64,1.0,1.8297378355998893e-15,1.8606356443922594e-14,symmetric_jacobi_cholesky_fp64,512,1.3632481098175049,6.095617573009804e-05,0.0001491204311605543,0.0536283403635025,-0.07677978277206421,0.01485309936106205,0.0005062499999999999,69,286720,194.7560526803136,286720,1.0,1e-06,0.8345476984977722,7.301556252059527e-06,0.1966744363307953,0.00011751770944101736,0.0,0.0,4.588562488555908,0.3151002824306488,-0.11744491755962372,3.02750563621521,-0.2177131325006485,-0.5249398946762085,0.1466728150844574,0.00026587891625240445,0.0006504341727122664
14,0,0.3596664071083069,paper_sampled_policy_value_score,1.109008735511452e-06,512,-0.28431397676467896,1.6926440000534058,-0.23799629509449005,-4.115498065948486,0.243214413523674,0.0,0.09852612533569333,2.62725830078125,48.06,0.0,1492,2.071436643600464,0,0.1,0.22126822173595428,0.48800718784332275,1.4136520236916261,1.39065613427528,deterministic_value_head_jacobian_b,torch.float64,1.0,6.076831276850392e-16,1.692298193155705e-14,symmetric_jacobi_cholesky_fp64,512,1.4337023496627808,0.005262210499495268,0.014630809426307678,0.03667343407869339,-0.027716653421521187,0.18879525363445282,0.09852612533569333,79,327680,222.93995173228905,327680,1.0,1e-06,0.24137826263904572,2.877662382161361e-06,1.8100314140319824,0.004336486104875803,0.0,0.0,3.354417085647583,0.3669796884059906,0.8981717824935913,4.436743259429932,-0.09824366867542267,-0.2132345288991928,2.254438638687134,0.043708574026823044,0.12152531743049622
14,0,0.3531242609024048,paper_sampled_policy_value_score,1.0457605412739213e-06,512,-0.06702646613121033,21.81116485595703,-0.2297392636537552,-7.457511901855469,2.8012070655822754,0.0,0.5,2.6615891456604004,52.35,0.01,1506,6.328220367431641,0,0.1,1.1484993696212769,4.382282733917236,1.413620621042688,1.3971565554879575,deterministic_value_head_jacobian_b,torch.float64,1.0,6.382239628428402e-16,5.797014765536467e-14,symmetric_jacobi_cholesky_fp64,512,1.7550835609436035,0.04537208005785942,0.12848757207393646,0.002763217780739069,0.00669257715344429,1.2265832424163818,0.5,89,368640,251.02197953825817,368640,1.0,1e-06,0.07901114225387573,3.117513415418216e-06,6.0770182609558105,0.008388550020754337,0.0,0.0,1.797987937927246,0.6251445412635803,0.9674501419067383,26.56599998474121,-0.1104123592376709,-0.3644512891769409,5.598390102386475,0.24041013419628143,0.6808089017868042
14,0,0.3510775864124298,paper_sampled_policy_value_score,1.1612902426350047e-06,512,-0.12035941332578659,12.44010066986084,-0.22482606768608093,-2.694699287414551,1.0887477397918701,0.0,0.5,2.6523635387420654,62.66,0.03,1441,1.475050926208496,0,0.1,0.523517906665802,0.21126189827919006,1.413758664343321,1.386136570203842,deterministic_value_head_jacobian_b,torch.float64,1.0,5.550244083553792e-16,2.6653268025217397e-14,symmetric_jacobi_cholesky_fp64,512,0.4879061281681061,0.08872872591018677,0.252732515335083,0.027245953679084778,0.0869540274143219,0.2676353454589844,0.5,99,409600,279.24702451424673,409600,1.0,1e-06,0.3389711380004883,4.6456833047159307e-07,1.295838713645935,0.033843185752630234,0.0,0.0,3.8648319244384766,0.353378564119339,0.34294426441192627,14.120299339294434,-0.1125183254480362,-0.4852241277694702,1.8968859910964966,0.23391883075237274,0.6662881374359131
