utc=2026-08-10T04:44:54Z
E_BIGFISH	COMPLETED
E_BOSSFIGHT	COMPLETED
E_CAVEFLYER	COMPLETED
E_COINRUN	COMPLETED
J_BIGFISH	RUNNING
J_BOSSFIGHT	RUNNING
J_CAVEFLYER	RUNNING
J_COINRUN	RUNNING
