action_max,action_min,adv_avg,adv_max,adv_med,adv_min,adv_var,blockdiag_actor_cholesky_info_max,blockdiag_actor_direction_l2,blockdiag_actor_jacobi_scale_max,blockdiag_actor_jacobi_scale_min,blockdiag_actor_post_lr_delta_l2,blockdiag_actor_raw_scale,blockdiag_actor_relative_solve_residual,blockdiag_actor_rhs_l2,blockdiag_actor_solve_residual,blockdiag_actor_system_rows,blockdiag_critic_cholesky_info_max,blockdiag_critic_direction_l2,blockdiag_critic_jacobi_scale_max,blockdiag_critic_jacobi_scale_min,blockdiag_critic_post_lr_delta_l2,blockdiag_critic_raw_j_scale,blockdiag_critic_relative_solve_residual,blockdiag_critic_rhs_l2,blockdiag_critic_solve_residual,blockdiag_critic_system_rows,blockdiag_critic_weighted_scale,blockdiag_direction_cosine,blockdiag_finite_scan_pass,blockdiag_no_dual_cross_solve,blockdiag_policy_sum_direction_l2,blockdiag_shared_actor_direction_l2,blockdiag_shared_contribution_ratio,blockdiag_shared_critic_direction_l2,blockdiag_shared_sum_direction_l2,blockdiag_sum_post_lr_delta_l2,blockdiag_value_sum_direction_l2,clipfrac,critic_ratio_max,critic_ratio_min,critic_rows,curr_lr,entropy,eplenmean,eprewmean,fps,grad_norm,joint_actor_fisher_quadratic,joint_applied_solve_residual,joint_cholesky_info_max,joint_clip_scale,joint_critic_curvature_coef,joint_critic_ggn_quadratic,joint_critic_objective_coef,joint_direction_l2,joint_kernel_mode,joint_linear_solve_dtype,joint_predicted_step_kl,joint_relative_solve_residual,joint_solve_residual,joint_solver_mode,joint_system_rows,kl,loss_pi,loss_v,lr,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,optimizer_history_correction,optimizer_momentum,optimizer_momentum_semantics,ratio_max,ratio_min,ret_avg,ret_max,ret_med,ret_min,ret_var
14,0,-0.9606897830963135,1.5021556615829468,-0.9624648094177246,-4.503078460693359,0.3999282717704773,0,0.5481129288673401,1.4141275800347102,0.13360997740688269,0.0007773063261993229,5166.49365234375,2.838969750806371e-14,22.627416610717773,1.0740466440872768e-12,512,0,0.6821907162666321,1.3210556277896999,0.6269803463339598,0.0009674486937001348,5274.8837890625,1.4204795054078316e-14,30.543212890625,5.20109616814335e-13,512,527.4883422851562,0.06777895241975784,1.0,1.0,0.1383143812417984,0.53037428855896,0.8057697415351868,0.658220648765564,0.8747792840003967,0.0012814452638849616,0.17924755811691284,0.0,1.0,1.0,512,0.002562890625,1.4783928394317627,139.88,2.1,1641,0.9036035537719727,5.104580879211426,1.0740466440872768e-12,0,0.5533400177955627,0.1,11.0043306350708,1.0,0.9036035537719727,full_shared_detggn_blockdiag_bxb,torch.float64,5.133037120685913e-06,2.838969750806371e-14,1.0740466440872768e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.05340815708041191,-0.022380424663424492,0.18220466375350952,0.00170859375,9,40960,25.556072510778904,40960,1.0,1e-06,paper_sgd_momentum_1e-6,2.9104082584381104,0.20421630144119263,0.7159966230392456,4.2552595138549805,0.4614735245704651,-1.094308614730835,1.2590675354003906
14,0,-1.3337711095809937,1.0051236152648926,-1.324495553970337,-4.055562973022461,0.2707340717315674,0,0.4816771447658539,1.4142071131640963,0.07354290295562647,6.740247772540897e-05,9054.44921875,3.7935594428323746e-14,22.627418518066406,2.244302454961111e-12,512,0,0.6187760829925537,1.00106242328125,0.38746137543591563,8.658712613396347e-05,14052.75,3.039444200039644e-14,25.18621063232422,9.044339042548879e-13,512,1405.2750244140625,0.0527593232691288,1.0,1.0,0.1069406270980835,0.4696558117866516,0.7786782383918762,0.6031448841094971,0.7847357392311096,0.00011249999806750566,0.13820305466651917,0.0,1.0,1.0,512,0.00022500000000000005,0.8227202892303467,204.47,1.82,1639,0.8039568662643433,4.30134391784668,2.244302454961111e-12,0,0.6219239830970764,0.1,13.589385986328125,1.0,0.8039568066596985,full_shared_detggn_blockdiag_bxb,torch.float64,4.211276660726071e-08,3.7935594428323746e-14,2.244302454961111e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.05486401915550232,0.011224745772778988,0.1238955482840538,0.00015000000000000004,19,81920,50.65872026095167,81920,1.0,1e-06,paper_sgd_momentum_1e-6,3.354538679122925,0.24744968116283417,0.38361603021621704,4.014758110046387,0.2431311458349228,-1.3342323303222656,0.7648682594299316
14,0,-1.3780925273895264,7.4292097091674805,-1.4277516603469849,-4.922123432159424,0.38240790367126465,0,0.4901304244995117,1.4142116716893198,0.06606378206511238,0.00020669892546720803,12836.80078125,5.090491173768318e-14,22.627416610717773,2.231128704682866e-12,512,0,0.714698851108551,0.9406251732391673,0.30829008010036885,0.00030140444869175553,20298.0390625,4.064278816062225e-14,25.931217193603516,1.3279690800013447e-12,512,2029.803955078125,0.08502001315355301,1.0,1.0,0.10840681940317154,0.47799140214920044,0.6918453574180603,0.6908934116363525,0.8748564124107361,0.000379687495296821,0.18292275071144104,0.0,1.0,1.0,512,0.0007593750000000001,0.7131871581077576,297.64,2.48,1637,0.9003258943557739,16.96664047241211,2.231128704682866e-12,0,0.5553544759750366,0.1,21.10564613342285,1.0,0.9003258347511292,full_shared_detggn_blockdiag_bxb,torch.float64,1.5087559859239263e-06,5.090491173768318e-14,2.231128704682866e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.06272897869348526,-0.000901772640645504,0.131333589553833,0.0005062500000000001,29,122880,75.75631610071287,122880,1.0,1e-06,paper_sgd_momentum_1e-6,3.778528928756714,0.12312561273574829,0.949600100517273,10.953813552856445,0.6422333717346191,-1.4679028987884521,1.0064342021942139
14,0,-1.5431936979293823,7.39345645904541,-1.6022109985351562,-3.8458940982818604,0.469489723443985,0,0.357990562915802,1.4142135331220662,0.05176643874685537,0.0006010254728607833,17685.736328125,2.7290862994017653e-14,22.627416610717773,1.7790711869269958e-12,512,0,0.6365598440170288,0.8419999812585857,0.25173413709889975,0.0010687116300687194,29939.333984375,4.411998133593714e-14,25.924789428710938,1.7208353996646743e-12,512,2993.933349609375,0.10798782855272293,1.0,1.0,0.08023335039615631,0.348883718252182,0.5592877268791199,0.6238000392913818,0.7483738660812378,0.0012814453803002834,0.12681452929973602,0.0,1.0,1.0,512,0.002562890625,0.591521680355072,355.77,2.92,1645,0.7632710933685303,22.73293685913086,1.7790711869269958e-12,0,0.6550753116607666,0.1,29.52703094482422,1.0,0.7632710337638855,full_shared_detggn_blockdiag_bxb,torch.float64,3.203820233466104e-05,4.411998133593714e-14,1.7790711869269958e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.06400494277477264,0.052952371537685394,0.13126850128173828,0.00170859375,39,163840,100.8439475428313,163840,1.0,1e-06,paper_sgd_momentum_1e-6,4.661743640899658,0.10000000149011612,0.3600620627403259,10.167570114135742,0.22407260537147522,-1.7588080167770386,1.2900211811065674
14,0,-1.5180727243423462,0.23309773206710815,-1.5619240999221802,-3.73046875,0.19563564658164978,0,0.49469175934791565,1.4142132733267125,0.02474119110841909,3.017632661794778e-05,22824.525390625,4.387385343041068e-14,22.62741470336914,3.631789003069353e-12,512,0,0.5866368412971497,0.8093943920295149,0.2296002898680283,3.578500036383048e-05,44597.984375,2.6764263584654346e-14,19.624584197998047,1.5324692478636637e-12,512,4459.79833984375,0.14299224317073822,1.0,1.0,0.10704567283391953,0.48297119140625,0.841834306716919,0.5737128853797913,0.803368866443634,4.999999873689376e-05,0.1224592849612236,0.0,1.0,1.0,512,0.0001,0.4595654308795929,230.54,1.72,1643,0.8196685910224915,29.123336791992188,3.631789003069353e-12,0,0.6100026369094849,0.1,223.3663787841797,1.0,0.8196685910224915,full_shared_detggn_blockdiag_bxb,torch.float64,5.418442938776025e-08,4.387385343041068e-14,3.631789003069353e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.0843711793422699,0.006421862170100212,0.07521957159042358,0.0001,49,204800,125.90218954067677,204800,1.0,1e-06,paper_sgd_momentum_1e-6,8.806015968322754,0.10000000149011612,0.32194727659225464,3.547316074371338,0.2090648114681244,-1.844609022140503,1.4389193058013916
14,0,-1.4780153036117554,5.652542591094971,-1.524054765701294,-3.5957229137420654,0.2529272437095642,0,0.4227553606033325,1.4142135623730665,0.02799725086815036,2.5402634491911158e-05,27036.28515625,5.553393909991685e-14,22.62741470336914,3.4680307774565553e-12,512,0,0.6636418700218201,0.8276881819864612,0.2216244158005384,3.9877086237538606e-05,43850.47265625,4.843478807651673e-14,21.84375,1.7413197933236635e-12,512,4385.046875,0.13056692481040955,1.0,1.0,0.09200121462345123,0.41262316703796387,0.6405539512634277,0.644166111946106,0.8114623427391052,5.0000002374872565e-05,0.15959478914737701,0.0,1.0,1.0,512,0.0001,0.5030313730239868,341.78,2.94,1645,0.832109272480011,21.185928344726562,3.4680307774565553e-12,0,0.6008826494216919,0.1,29.181100845336914,1.0,0.832109272480011,full_shared_detggn_blockdiag_bxb,torch.float64,3.824694871923384e-08,5.553393909991685e-14,3.4680307774565553e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.063719242811203,-0.017757605761289597,0.09319324791431427,0.0001,59,245760,150.9550219886005,245760,1.0,1e-06,paper_sgd_momentum_1e-6,3.861269474029541,0.1366223245859146,0.7941609621047974,8.723998069763184,0.8559711575508118,-1.5314593315124512,1.3408243656158447
14,0,-1.4021950960159302,3.2264058589935303,-1.4357707500457764,-3.291435718536377,0.20651844143867493,0,0.30697908997535706,1.4142135623730854,0.03342428110274474,0.00012778972450178117,20306.21484375,6.012540870349539e-14,22.62741470336914,3.3165519745799546e-12,512,0,0.4944557845592499,0.8199506324915896,0.2475390899867162,0.00020583281002473086,46703.8125,3.684621654210579e-14,18.826452255249023,2.027904997052693e-12,512,4670.38134765625,0.10217173397541046,1.0,1.0,0.07017782330513,0.29884985089302063,0.6286932826042175,0.4753507971763611,0.5884610414505005,0.00025312500656582415,0.1361181139945984,0.0,1.0,1.0,512,0.0005062500000000001,0.23975475132465363,482.32,4.25,1643,0.6080620884895325,10.832523345947266,3.3165519745799546e-12,0,0.822284460067749,0.1,91.75267028808594,1.0,0.6080620884895325,full_shared_detggn_blockdiag_bxb,torch.float64,9.385856287735805e-07,6.012540870349539e-14,3.3165519745799546e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.0630207359790802,-0.009693946689367294,0.06922563910484314,0.00033750000000000007,69,286720,175.9967195428908,286720,1.0,1e-06,paper_sgd_momentum_1e-6,2.9964373111724854,0.10000000149011612,1.3941452503204346,7.103329658508301,2.0201592445373535,-1.4482231140136719,2.0171680450439453
14,0,-1.4615910053253174,0.040010418742895126,-1.4438809156417847,-3.3290417194366455,0.09771300852298737,0,0.4411758482456207,1.414213562336873,0.03049817931614024,2.8770109565812163e-05,23214.17578125,2.4696164778468733e-14,22.62741470336914,2.67356621183654e-12,512,0,0.5153685808181763,0.6226123004003912,0.26436807856260225,3.360839036758989e-05,38300.125,2.348140809668156e-14,15.090412139892578,1.5981718992163984e-12,512,3830.0126953125,0.28066307306289673,1.0,1.0,0.10134764760732651,0.4293772280216217,0.8759286403656006,0.4901965856552124,0.7431588768959045,4.999999509891495e-05,0.15909777581691742,0.0,1.0,1.0,512,0.00010000000000000003,0.32171130180358887,680.01,5.74,1642,0.766726016998291,57.96564483642578,2.67356621183654e-12,0,0.6521234512329102,0.1,180.29937744140625,1.0,0.7667259573936462,full_shared_detggn_blockdiag_bxb,torch.float64,1.2325378406785603e-07,2.4696164778468733e-14,2.67356621183654e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.07618601620197296,-0.05844176560640335,0.04447666555643082,0.0001,79,327680,201.25702474080026,327680,1.0,1e-06,paper_sgd_momentum_1e-6,5.886286735534668,0.10000000149011612,0.7118908166885376,2.9247543811798096,0.3533632755279541,-1.4383639097213745,1.3287392854690552
14,0,-1.3989753723144531,0.050175298005342484,-1.4114346504211426,-4.022153854370117,0.0914633721113205,0,0.4645281136035919,1.4142135619615543,0.03648925412191282,2.9794362490065396e-05,31499.2421875,3.586491196218324e-14,22.627416610717773,4.148049128412763e-12,512,0,0.5274015665054321,0.7898139516487124,0.2606893716737406,3.382700015208684e-05,35630.40625,3.1435132100121427e-14,16.410409927368164,1.482013611692685e-12,512,3563.04052734375,0.23219139873981476,1.0,1.0,0.1035989448428154,0.45282846689224243,0.8972057700157166,0.5047097206115723,0.7573347687721252,5.0000002374872565e-05,0.15303777158260345,0.0,1.0,1.0,512,0.0001,0.44321107864379883,873.35,6.15,1639,0.7795570492744446,63.494041442871094,4.148049128412763e-12,0,0.6413898468017578,0.1,93.87274932861328,1.0,0.7795571088790894,full_shared_detggn_blockdiag_bxb,torch.float64,1.306011938595475e-07,3.586491196218324e-14,4.148049128412763e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.07152483612298965,0.020426684990525246,0.05259796231985092,0.0001,89,368640,226.44427160173655,368640,1.0,1e-06,paper_sgd_momentum_1e-6,2.530531644821167,0.10000000149011612,0.48262178897857666,3.192638874053955,0.15956301987171173,-1.7897790670394897,1.200013518333435
14,0,-1.4049932956695557,-0.004343356471508741,-1.4070658683776855,-3.9192965030670166,0.10912215709686279,0,0.5066371560096741,1.4142135610284277,0.026132471836154785,3.2906893466133624e-05,29601.1015625,3.6614348337170505e-14,22.627416610717773,3.4897424446733957e-12,512,0,0.4875894784927368,0.7724854818592979,0.25873507293701886,3.166971873724833e-05,36014.328125,4.6734473771447125e-14,21.82278823852539,1.4509157467791332e-12,512,3601.43310546875,0.1987067013978958,1.0,1.0,0.11884982883930206,0.4924996495246887,1.0625057220458984,0.46352657675743103,0.7453765273094177,4.999999873689376e-05,0.15128326416015625,0.0,1.0,1.0,512,0.0001,0.5136345624923706,310.04,3.66,1638,0.7698039412498474,38.28006362915039,3.4897424446733957e-12,0,0.6495160460472107,0.1,18.155563354492188,1.0,0.7698039412498474,full_shared_detggn_blockdiag_bxb,torch.float64,8.074624702203437e-08,4.6734473771447125e-14,3.4897424446733957e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.09194651246070862,-0.013635499402880669,0.09301446378231049,0.0001,99,409600,251.54426033003256,409600,1.0,1e-06,paper_sgd_momentum_1e-6,3.6200766563415527,0.1359572559595108,0.11220097541809082,3.250701665878296,-0.09774154424667358,-2.2225170135498047,1.278375506401062
