action_max,action_min,actor_direction_l2,actor_history_projection_l2,actor_kernel_mode,actor_relative_solve_residual,actor_system_rows,adv_avg,adv_max,adv_med,adv_min,adv_var,clipfrac,combined_clip_scale,critic_cholesky_info_max,critic_cross_blocks,critic_curvature_coef,critic_direction_l2,critic_ggn_quadratic,critic_history_projection_l2,critic_jacobi_scale_max,critic_jacobi_scale_min,critic_kernel_mode,critic_linear_solve_dtype,critic_objective_coef,critic_relative_solve_residual,critic_solve_residual,critic_solver_mode,critic_system_rows,curr_lr,entropy,eplenmean,eprewmean,fps,grad_norm,kl,loss_pi,loss_v,lr,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,optimizer_history_correction,optimizer_momentum,ratio_max,ratio_min,ret_avg,ret_max,ret_med,ret_min,ret_var
14,0,0.19239294528961182,23.54353904724121,paper_sampled_score_separate_b,3.0413817512453534e-05,512,0.025937043130397797,0.13011331856250763,0.025843260809779167,-0.05520671233534813,0.00026741717010736465,0.0,1.0,0,0,0.1,0.045227065682411194,0.2158489227294922,3.4999637603759766,1.3907947338468019,1.3692592158653285,deterministic_value_jacobian_separate_b,torch.float64,1.0,3.901022959710371e-16,1.41061074371787e-15,symmetric_jacobi_cholesky_fp64,512,0.008649755859375,2.084864377975464,22.46,0.0,1437,0.19920840859413147,0.06170201301574707,-0.025001339614391327,0.0001946140982909128,0.0057665039062500005,9,40960,29.91915327589959,40960,1.0,1e-06,1.6915749311447144,0.4339112937450409,0.029159869998693466,0.07037439197301865,0.03170357644557953,-0.031429391354322433,0.0001817059237509966
14,0,0.16192957758903503,5.384702682495117,paper_sampled_score_separate_b,8.44133751343179e-07,512,0.016140509396791458,0.05656472221016884,0.01567746140062809,-0.019153673201799393,8.080525731202215e-05,0.0,1.0,0,0,0.1,0.038328733295202255,0.009366057813167572,0.6688746809959412,1.4124066356992833,1.4080084794093253,deterministic_value_jacobian_separate_b,torch.float64,1.0,4.723070697442847e-16,7.180854251068711e-16,symmetric_jacobi_cholesky_fp64,512,0.002562890625,2.676438808441162,50.89,0.0,1308,0.1649453192949295,0.057268209755420685,-0.008841194212436676,0.0002155377878807485,0.00170859375,19,81920,59.054286983795464,81920,1.0,1e-06,1.5879371166229248,0.4759746789932251,0.006587708834558725,0.020800793543457985,0.007214742712676525,-0.015470053069293499,3.199406273779459e-05
14,0,0.17235533893108368,119.55354309082031,paper_sampled_score_separate_b,2.241655056423042e-05,512,0.015447098761796951,0.09709932655096054,0.014982003718614578,-0.04047875851392746,0.00026497733779251575,0.0,1.0,0,0,0.1,0.11405961960554123,5.58070182800293,19.709272384643555,1.3308958878736976,1.2522369801328526,deterministic_value_jacobian_separate_b,torch.float64,1.0,3.52643571506414e-16,6.044346174157144e-15,symmetric_jacobi_cholesky_fp64,512,0.00033750000000000007,1.4468456506729126,29.63,0.0,1451,0.2060977965593338,0.06353509426116943,0.02871500328183174,0.001599241979420185,0.00022500000000000005,29,122880,88.01115007791668,122880,1.0,1e-06,1.4206856489181519,0.32866331934928894,0.0016737484838813543,0.05013694986701012,0.0030132548417896032,-0.02312367968261242,8.00355919636786e-05
14,0,0.2098643183708191,29.228557586669922,paper_sampled_score_separate_b,1.901884752442129e-05,512,0.022746076807379723,0.13826194405555725,0.018307803198695183,-0.03552022948861122,0.0005358782364055514,0.0,1.0,0,0,0.1,0.022382918745279312,0.0012636124156415462,0.7865061163902283,1.293722531593189,1.1882553916560799,deterministic_value_jacobian_separate_b,torch.float64,1.0,2.8143155279177152e-15,4.155383713436753e-15,symmetric_jacobi_cholesky_fp64,512,0.0011390625,0.7778732776641846,68.35,0.0,1456,0.21058054268360138,0.05587853118777275,-0.0157066211104393,0.000369918008800596,0.0007593750000000001,39,163840,116.2902404339984,163840,1.0,1e-06,1.2797439098358154,0.5070018768310547,-0.033095989376306534,0.019451700150966644,-0.04029102250933647,-0.08184590935707092,0.0007255347445607185
14,0,0.2845771908760071,45.52055740356445,paper_sampled_score_separate_b,0.0001487927947891876,512,0.24995121359825134,77.00223541259766,-0.10988623648881912,-1.7458486557006836,15.155351638793945,0.0,0.149354949593544,0,0,0.1,3.337360382080078,44.07670974731445,5.7614617347717285,1.3271282325884461,1.0487490770277326,deterministic_value_jacobian_separate_b,torch.float64,1.0,6.11438866747543e-15,2.136788199739693e-12,symmetric_jacobi_cholesky_fp64,512,0.00022500000000000005,1.669434905052185,65.63,0.34,1425,3.3477296829223633,0.06958898901939392,-0.0018340256065130234,23.6033935546875,0.00015000000000000004,49,204800,144.9784430707805,204800,1.0,1e-06,1.540891408920288,0.10000000149011612,1.26804518699646,78.8646469116211,0.8447191119194031,-0.05109814926981926,16.06733512878418
9,0,0.13360360264778137,388.45416259765625,paper_sampled_score_separate_b,0.0007315163384191692,512,-0.3442019820213318,0.32558125257492065,-0.3429948091506958,-2.243880033493042,0.03729020059108734,0.0,1.0,0,0,0.1,0.1688288003206253,89.0552978515625,60.23290252685547,0.8825546195468978,0.5284665624165313,deterministic_value_jacobian_separate_b,torch.float64,1.0,7.999079619084012e-15,5.461928999639697e-13,symmetric_jacobi_cholesky_fp64,512,0.0017085937499999994,0.1868869662284851,100.68,0.05,1467,0.21727484464645386,0.09980694949626923,-0.05769023299217224,0.029579155147075653,0.0011390624999999997,59,245760,173.55204025981948,245760,1.0,1e-06,2.007343053817749,0.10000000149011612,1.7392785549163818,2.6304876804351807,2.1500768661499023,-0.40942782163619995,0.6773160099983215
6,0,0.33641543984413147,1306.3736572265625,paper_sampled_score_separate_b,0.0009370011393912137,512,-0.3611256778240204,0.08819370716810226,-0.35733944177627563,-1.0751019716262817,0.012406814843416214,0.0,1.0,0,0,0.1,0.31621843576431274,619.36181640625,187.30543518066406,0.88145311747842,0.5039397949537014,deterministic_value_jacobian_separate_b,torch.float64,1.0,2.0248017330349295e-15,3.610999662236161e-13,symmetric_jacobi_cholesky_fp64,512,0.0001,0.27432936429977417,116.51,0.0,1447,0.47500869631767273,0.0775819718837738,-0.039132729172706604,0.024561189115047455,0.0001,69,286720,201.9270720849745,286720,1.0,1e-06,2.0658822059631348,0.2676745653152466,-0.3403455913066864,0.33026671409606934,-0.4298906624317169,-0.7065948247909546,0.055141985416412354
6,0,0.36027365922927856,734.0968017578125,paper_sampled_score_separate_b,0.0015800097025930882,512,-0.4213408827781677,-0.13098262250423431,-0.3690008819103241,-1.0430829524993896,0.025281241163611412,0.0,0.9435404539108276,0,0,0.1,0.3741614520549774,245.95840454101562,112.4791259765625,0.8969950095686667,0.5144594728817488,deterministic_value_jacobian_separate_b,torch.float64,1.0,4.608702151615189e-15,5.207331826959663e-13,symmetric_jacobi_cholesky_fp64,512,0.0001,0.11256523430347443,128.58,0.0,1437,0.5299189686775208,0.1157294437289238,0.032995231449604034,0.020632483065128326,0.0001,79,327680,230.8882617498748,327680,1.0,1e-06,3.3305470943450928,0.10575615614652634,0.22452107071876526,0.6846793293952942,0.2302074134349823,-0.3154624402523041,0.052344683557748795
6,0,0.24626381695270538,547.8955688476562,paper_sampled_score_separate_b,0.0014498293166980147,512,-0.2885238528251648,0.4392736256122589,-0.3297122120857239,-0.5613940954208374,0.015744125470519066,0.0,1.0,0,0,0.1,0.1528925746679306,104.18728637695312,63.6937255859375,0.888255786433194,0.5108557783684633,deterministic_value_jacobian_separate_b,torch.float64,1.0,5.332810237170865e-15,3.9184676417219235e-13,symmetric_jacobi_cholesky_fp64,512,0.0001,0.4384385347366333,285.49,0.0,1447,0.29364728927612305,0.07836480438709259,0.02215375006198883,0.027597341686487198,0.0001,89,368640,260.07121212081984,368640,1.0,1e-06,2.1655561923980713,0.3580739200115204,-0.7415153980255127,-0.35166794061660767,-0.6704362630844116,-1.2072614431381226,0.040944576263427734
14,0,0.3245682120323181,145.7320098876953,paper_sampled_score_separate_b,7.856104639358819e-05,512,-0.4831974506378174,4.071206569671631,-0.41137072443962097,-1.8266854286193848,0.17476075887680054,0.0,1.0,0,0,0.1,0.32274970412254333,18.446935653686523,22.76449203491211,1.389323490517575,1.2892901773047916,deterministic_value_jacobian_separate_b,torch.float64,1.0,1.0278818130761234e-15,4.0827687548855006e-14,symmetric_jacobi_cholesky_fp64,512,0.029192926025390625,2.4780964851379395,143.13,0.02,1450,0.4311681389808655,0.032099612057209015,-0.04571128264069557,0.12915147840976715,0.029192926025390625,99,409600,288.53767687268555,409600,1.0,1e-06,2.203266143798828,0.3912448585033417,0.6084427237510681,5.522064685821533,0.7860731482505798,-0.3437942564487457,0.35546743869781494
14,0,0.43167874217033386,186.7078094482422,paper_sampled_score_separate_b,9.515156125416979e-05,512,-0.41571739315986633,0.17461523413658142,-0.39850908517837524,-1.208146095275879,0.010904897935688496,0.0,0.9930093288421631,0,0,0.1,0.324079692363739,18.591060638427734,26.882732391357422,1.316444397355364,1.0888753932870023,deterministic_value_jacobian_separate_b,torch.float64,1.0,9.459617105829842e-16,3.0527953736617e-14,symmetric_jacobi_cholesky_fp64,512,0.00015000000000000004,1.9792312383651733,24.14,0.0,1440,0.5035199522972107,0.10248744487762451,-0.053704068064689636,0.019762875512242317,0.00010000000000000003,109,450560,317.8126030736603,450560,1.0,1e-06,3.7251455783843994,0.2290048748254776,-0.287462443113327,0.7727200388908386,-0.3142905533313751,-0.3973185122013092,0.01743883639574051
14,0,0.34665778279304504,635.020263671875,paper_sampled_score_separate_b,8.188864740077406e-05,512,-0.4457194209098816,0.21871130168437958,-0.4188269078731537,-1.5327600240707397,0.03599528968334198,0.0,1.0,0,0,0.1,0.23306195437908173,174.02340698242188,99.22764587402344,1.0826461401084497,0.7249201569972079,deterministic_value_jacobian_separate_b,torch.float64,1.0,3.5499617399025653e-15,3.385952348713432e-13,symmetric_jacobi_cholesky_fp64,512,0.00170859375,0.8713133335113525,104.89,0.02,1451,0.4198906719684601,0.05725283920764923,-0.10215826332569122,0.037525299936532974,0.0011390625,119,491520,347.2875063777901,491520,1.0,1e-06,3.7240638732910156,0.22960852086544037,0.4867823123931885,1.5062803030014038,0.5377049446105957,-0.4507421851158142,0.3142426908016205
