environment,method,steps,n_seeds,mean_eprewmean,std_eprewmean,sem_eprewmean,ci95_halfwidth
CaveFlyer,Exact RAT,737000,5,3.89,0.68403216,0.30590848,0.59958063
CaveFlyer,Exact RAT,778000,5,4.122,0.49256472,0.22028164,0.43175201
CaveFlyer,Exact RAT,819000,5,3.88,0.50373604,0.22527761,0.44154411
CaveFlyer,Exact RAT,860000,5,4.114,0.68130757,0.30469001,0.59719241
CaveFlyer,Exact RAT,901000,5,3.986,0.6546984,0.29279003,0.57386845
CaveFlyer,Exact RAT,942000,5,4.192,0.55079034,0.24632093,0.48278902
CaveFlyer,Exact RAT,983000,5,4.308,0.47693815,0.21329323,0.41805472
CaveFlyer,Exact RAT,1020000,5,4.66,0.43886217,0.19626513,0.38467965
CaveFlyer,Exact RAT,1060000,5,4.186,0.38559046,0.17244129,0.33798494
CaveFlyer,Exact RAT,1110000,5,4.132,0.51060748,0.22835061,0.44756719
CaveFlyer,Exact RAT,1150000,5,3.96,0.65631547,0.2935132,0.57528588
CaveFlyer,Exact RAT,1190000,5,4.364,0.44892093,0.20076354,0.39349654
CaveFlyer,Exact RAT,1230000,5,4.184,0.53186464,0.2378571,0.46619992
CaveFlyer,Exact RAT,1270000,5,3.948,0.53597575,0.23969564,0.46980346
CaveFlyer,Exact RAT,1310000,5,4.444,0.50490593,0.2258008,0.44256956
CaveFlyer,Exact RAT,1350000,5,4.45,0.50911688,0.22768399,0.44626062
CaveFlyer,Exact RAT,1390000,5,4.06,0.1890767,0.084557673,0.16573304
CaveFlyer,Exact RAT,1430000,5,4.154,0.77535798,0.34675063,0.67963124
CaveFlyer,Exact RAT,1470000,5,4.328,0.36642871,0.1638719,0.32118893
CaveFlyer,Exact RAT,1520000,5,4.004,0.64127217,0.28678563,0.56209984
CaveFlyer,Exact RAT,1560000,5,4.612,0.67588461,0.30226478,0.59243898
CaveFlyer,Exact RAT,1600000,5,4.456,0.43626827,0.1951051,0.382406
CaveFlyer,Exact RAT,1640000,5,4.296,0.19603571,0.087669835,0.17183288
CaveFlyer,Exact RAT,1680000,5,4.602,0.49484341,0.2213007,0.43374937
CaveFlyer,Exact RAT,1720000,5,4.344,0.4031501,0.1802942,0.35337664
CaveFlyer,Exact RAT,1760000,5,4.184,0.51983651,0.23247796,0.45565679
CaveFlyer,Exact RAT,1800000,5,4.166,0.49343693,0.2206717,0.43251654
CaveFlyer,Exact RAT,1840000,5,4.75,0.4784872,0.21398598,0.41941252
CaveFlyer,Exact RAT,1880000,5,4.456,0.47141277,0.2108222,0.41321151
CaveFlyer,Exact RAT,1930000,5,4.37,0.73396185,0.32823772,0.64334593
CaveFlyer,Exact RAT,1970000,5,4.84,0.51516987,0.23039097,0.45156631
CaveFlyer,Exact RAT,2010000,5,4.804,0.75843919,0.33918432,0.66480126
CaveFlyer,Exact RAT,2050000,5,4.616,0.79795363,0.35685571,0.6994372
CaveFlyer,Exact RAT,2090000,5,4.732,0.57172546,0.2556834,0.50113946
CaveFlyer,Exact RAT,2130000,5,4.87,0.74454684,0.33297147,0.65262408
CaveFlyer,Exact RAT,2170000,5,4.782,0.86528608,0.3869677,0.75845669
CaveFlyer,Exact RAT,2210000,5,4.488,0.4768333,0.21324634,0.41796282
CaveFlyer,Exact RAT,2250000,5,4.804,0.46176834,0.20650908,0.4047578
CaveFlyer,Exact RAT,2290000,5,4.43,0.45678222,0.20427922,0.40038727
CaveFlyer,Exact RAT,2330000,5,4.804,0.54390256,0.24324062,0.47675162
CaveFlyer,Exact RAT,2380000,5,4.53,0.5217279,0.23332381,0.45731467
CaveFlyer,Exact RAT,2420000,5,4.39,0.80913534,0.36185633,0.7092384
CaveFlyer,Exact RAT,2460000,5,4.834,0.88723165,0.39678206,0.77769283
CaveFlyer,Exact RAT,2500000,5,4.358,1.1025062,0.49305578,0.96638932
CaveFlyer,Exact RAT,2540000,5,4.534,0.74362625,0.33255977,0.65181715
CaveFlyer,Exact RAT,2580000,5,4.712,0.60495454,0.2705439,0.53026604
CaveFlyer,Exact RAT,2620000,5,4.716,0.49998,0.22359785,0.43825179
CaveFlyer,Exact RAT,2660000,5,4.498,0.74627073,0.33374242,0.65413513
CaveFlyer,Exact RAT,2700000,5,4.758,0.54568306,0.24403688,0.47831229
CaveFlyer,Exact RAT,2740000,5,4.568,0.48566449,0.21719576,0.4257037
CaveFlyer,Exact RAT,2790000,5,4.146,0.26819769,0.11994165,0.23508564
CaveFlyer,Exact RAT,2830000,5,4.372,0.53466812,0.23911085,0.46865727
CaveFlyer,Exact RAT,2870000,5,4.918,0.70318561,0.31447416,0.61636936
CaveFlyer,Exact RAT,2910000,5,4.568,0.5512894,0.24654411,0.48322646
CaveFlyer,Exact RAT,2950000,5,4.412,0.66137735,0.29577694,0.57972281
CaveFlyer,Exact RAT,2990000,5,4.464,0.6354762,0.2841936,0.55701945
CaveFlyer,Exact RAT,3030000,5,4.388,0.90380861,0.4041955,0.79222317
CaveFlyer,Exact RAT,3070000,5,4.452,0.34751978,0.15541557,0.30461452
CaveFlyer,Exact RAT,3110000,5,4.344,0.65485113,0.29285833,0.57400232
CaveFlyer,Exact RAT,3150000,5,4.874,0.61573533,0.27536521,0.53971582
CaveFlyer,Exact RAT,3190000,5,4.84,0.46717235,0.20892582,0.40949462
CaveFlyer,Exact RAT,3240000,5,4.594,0.6531692,0.29210615,0.57252804
CaveFlyer,Exact RAT,3280000,5,4.228,0.59154036,0.26454489,0.51850799
CaveFlyer,Exact RAT,3320000,5,4.162,0.48935672,0.21884698,0.42894008
CaveFlyer,Exact RAT,3360000,5,4.588,0.4931227,0.22053118,0.43224111
CaveFlyer,Exact RAT,3400000,5,4.218,0.63096751,0.28217725,0.55306741
CaveFlyer,Exact RAT,3440000,5,3.844,0.44376796,0.19845906,0.38897977
CaveFlyer,Exact RAT,3480000,5,4.354,0.30826936,0.13786225,0.27021001
CaveFlyer,Exact RAT,3520000,5,4.308,0.35095584,0.15695222,0.30762636
CaveFlyer,Exact RAT,3560000,5,4.836,0.33110421,0.14807431,0.29022564
CaveFlyer,Exact RAT,3600000,5,4.446,0.37138928,0.16609034,0.32553706
CaveFlyer,Exact RAT,3650000,5,4.872,0.42774993,0.19129558,0.37493934
CaveFlyer,Exact RAT,3690000,5,4.348,0.56984208,0.25484113,0.49948861
CaveFlyer,Exact RAT,3730000,5,4.534,0.37753146,0.1688372,0.33092091
CaveFlyer,Exact RAT,3770000,5,4.638,0.47678087,0.21322289,0.41791686
CaveFlyer,Exact RAT,3810000,5,4.654,0.26987034,0.12068968,0.23655178
CaveFlyer,Exact RAT,3850000,5,4.352,0.58861702,0.26323754,0.51594557
CaveFlyer,Exact RAT,3890000,5,4.726,0.75665712,0.33838735,0.66323921
CaveFlyer,Exact RAT,3930000,5,4.324,0.56879698,0.25437374,0.49857253
CaveFlyer,Exact RAT,3970000,5,4.256,0.68049982,0.30432877,0.59648439
CaveFlyer,Exact RAT,4010000,5,4.596,0.66991044,0.29959306,0.58720239
CaveFlyer,Exact RAT,4060000,5,4.596,0.50222505,0.22460187,0.44021967
CaveFlyer,Exact RAT,4100000,5,4.436,0.22333831,0.099879928,0.19576466
CaveFlyer,Exact RAT,4140000,5,4.418,0.60536766,0.27072865,0.53062815
CaveFlyer,Exact RAT,4180000,5,4.432,0.35059949,0.15679286,0.307314
CaveFlyer,Exact RAT,4220000,5,4.24,0.57879185,0.25884358,0.50733342
CaveFlyer,Exact RAT,4260000,5,4.398,0.66307616,0.29653668,0.58121188
CaveFlyer,Exact RAT,4300000,5,4.428,0.48499485,0.21689629,0.42511673
CaveFlyer,Exact RAT,4340000,5,4.422,0.63365606,0.2833796,0.55542402
CaveFlyer,Exact RAT,4380000,5,4.622,0.64924572,0.29035151,0.56908896
CaveFlyer,Exact RAT,4420000,5,4.76,0.74320253,0.33237028,0.65144574
CaveFlyer,Exact RAT,4460000,5,4.674,0.53299156,0.23836107,0.4671877
CaveFlyer,Exact RAT,4510000,5,5.038,0.13953494,0.062401923,0.12230777
CaveFlyer,Exact RAT,4550000,5,4.786,0.63586948,0.28436948,0.55736418
CaveFlyer,Exact RAT,4590000,5,4.624,0.99344351,0.44428144,0.87079163
CaveFlyer,Exact RAT,4630000,5,3.924,0.60417713,0.27019622,0.5295846
CaveFlyer,Exact RAT,4670000,5,4.396,0.41028039,0.18348297,0.35962662
CaveFlyer,Exact RAT,4710000,5,4.342,0.39143326,0.17505428,0.34310638
CaveFlyer,Exact RAT,4750000,5,4.158,0.82493636,0.36892276,0.7230886
CaveFlyer,Exact RAT,4790000,5,4.71,0.76879776,0.34381681,0.67388095
CaveFlyer,Exact RAT,4830000,5,4.512,0.55625534,0.24876495,0.4875793
CaveFlyer,Exact RAT,4870000,5,4.886,0.30631683,0.13698905,0.26849854
CaveFlyer,Exact RAT,4920000,5,4.388,0.77606056,0.34706484,0.68024708
CaveFlyer,Exact RAT,4960000,5,4.396,0.48618926,0.21743045,0.42616368
CaveFlyer,Exact RAT,5000000,5,4.54,0.97218825,0.4347758,0.85216058
CaveFlyer,Exact RAT,5040000,5,4.846,0.31855926,0.14246403,0.2792295
CaveFlyer,Exact RAT,5080000,5,4.256,0.4002874,0.17901397,0.35086737
CaveFlyer,Exact RAT,5120000,5,4.56,0.82858313,0.37055364,0.72628513
CaveFlyer,Exact RAT,5160000,5,4.68,0.42679035,0.19086645,0.37409823
CaveFlyer,Exact RAT,5200000,5,4.312,0.57564746,0.25743737,0.50457725
CaveFlyer,Exact RAT,5240000,5,5.278,0.41002439,0.18336848,0.35940222
CaveFlyer,Exact RAT,5280000,5,5.05,0.52792045,0.2360932,0.46274268
CaveFlyer,Exact RAT,5320000,5,4.54,0.63725976,0.28499123,0.55858281
CaveFlyer,Exact RAT,5370000,5,4.576,0.57469992,0.25701362,0.50374669
CaveFlyer,Exact RAT,5410000,5,4.404,0.5391011,0.24109334,0.47254295
CaveFlyer,Exact RAT,5450000,5,4.482,0.43871403,0.19619888,0.3845498
CaveFlyer,Exact RAT,5490000,5,4.642,0.71408683,0.31934934,0.6259247
CaveFlyer,Exact RAT,5530000,5,4.546,0.40838707,0.18263625,0.35796705
CaveFlyer,Exact RAT,5570000,5,4.94,0.36407417,0.16281892,0.31912508
CaveFlyer,Exact RAT,5610000,5,4.79,0.35404802,0.15833509,0.31033677
CaveFlyer,Exact RAT,5650000,5,4.958,0.8018541,0.35860006,0.70285611
CaveFlyer,Exact RAT,5690000,5,4.81,0.6871681,0.30731092,0.6023294
CaveFlyer,Exact RAT,5730000,5,4.68,0.41599279,0.18603763,0.36463376
CaveFlyer,Exact RAT,5780000,5,4.592,0.76076935,0.3402264,0.66684373
CaveFlyer,Exact RAT,5820000,5,4.546,0.3819424,0.17080984,0.33478728
CaveFlyer,Exact RAT,5860000,5,4.338,0.53110263,0.23751632,0.46553198
CaveFlyer,Exact RAT,5900000,5,4.48,0.94010638,0.42042835,0.82403957
CaveFlyer,Exact RAT,5940000,5,4.666,0.22467755,0.10047885,0.19693855
CaveFlyer,Exact RAT,5980000,5,4.658,0.92761522,0.41484214,0.81309059
CoinRun,PPO,41000,5,3.588,0.76073649,0.3402117,0.66681493
CoinRun,PPO,81900,5,3.84,0.32093613,0.143527,0.28131292
CoinRun,PPO,123000,5,3.92,1.2255611,0.54808758,1.0742517
CoinRun,PPO,164000,5,3.56,0.77653075,0.34727511,0.68065921
CoinRun,PPO,205000,5,3.72,1.0521407,0.47053161,0.92224196
CoinRun,PPO,246000,5,3.94,1.7952716,0.80286985,1.5736249
CoinRun,PPO,287000,5,3.96,1.8902381,0.84534017,1.6568667
CoinRun,PPO,328000,5,3.94,1.9667232,0.87954534,1.7239089
CoinRun,PPO,369000,5,4.52,2.2917242,1.0248902,2.0087849
CoinRun,PPO,410000,5,4.64,1.6211107,0.72498276,1.4209662
CoinRun,PPO,451000,5,4.82,1.7782013,0.79523581,1.5586622
CoinRun,PPO,492000,5,5.02,1.6754104,0.74926631,1.468562
CoinRun,PPO,532000,5,4.76,1.9256168,0.86116201,1.6878775
CoinRun,PPO,573000,5,4.82,2.6546186,1.1871815,2.3268758
CoinRun,PPO,614000,5,4.9,2.6814175,1.1991664,2.3503661
CoinRun,PPO,655000,5,5.48,2.4793144,1.1087831,2.1732149
CoinRun,PPO,696000,5,5.38,2.5390943,1.1355175,2.2256143
CoinRun,PPO,737000,5,6.38,2.7325812,1.2220475,2.395213
CoinRun,PPO,778000,5,6.1,3.0207615,1.3509256,2.6478142
CoinRun,PPO,819000,5,6.46,3.0021659,1.3426094,2.6315144
CoinRun,PPO,860000,5,6.32,3.0144651,1.3481098,2.6422952
CoinRun,PPO,901000,5,6.64,2.8719331,1.2843675,2.5173604
CoinRun,PPO,942000,5,6.82,2.8455228,1.2725565,2.4942107
CoinRun,PPO,983000,5,6.84,2.9211299,1.306369,2.5604833
CoinRun,PPO,1020000,5,6.92,2.9878086,1.3361886,2.6189297
CoinRun,PPO,1060000,5,7.12,2.8137164,1.2583322,2.4663312
CoinRun,PPO,1110000,5,7.08,2.8856542,1.2905038,2.5293874
CoinRun,PPO,1150000,5,7.32,2.6771253,1.1972468,2.3466038
CoinRun,PPO,1190000,5,7.18,3.1140006,1.3926234,2.7295419
CoinRun,PPO,1230000,5,7.28,3.3244548,1.4867414,2.9140132
CoinRun,PPO,1270000,5,7.42,3.1308146,1.4001428,2.74428
CoinRun,PPO,1310000,5,7.22,3.2391357,1.4485855,2.8392276
CoinRun,PPO,1350000,5,6.84,3.211386,1.4361755,2.8149039
CoinRun,PPO,1390000,5,7.26,2.9108418,1.301768,2.5514653
CoinRun,PPO,1430000,5,7,3.3264095,1.4876155,2.9157265
CoinRun,PPO,1470000,5,7.44,2.4744696,1.1066165,2.1689683
CoinRun,PPO,1520000,5,7.74,2.5025986,1.1191961,2.1936244
CoinRun,PPO,1560000,5,7.52,2.8917123,1.2932131,2.5346976
CoinRun,PPO,1600000,5,7.82,2.4823376,1.1101351,2.1758648
CoinRun,PPO,1640000,5,8.02,2.1300235,0.95257546,1.8670479
CoinRun,PPO,1680000,5,7.84,2.4582514,1.0993635,2.1547524
CoinRun,PPO,1720000,5,8.06,2.3394444,1.0462313,2.0506134
CoinRun,PPO,1760000,5,8.6,2.0137031,0.90055538,1.7650886
CoinRun,PPO,1800000,5,8.5,2.6086395,1.166619,2.2865733
CoinRun,PPO,1840000,5,8.66,1.9844395,0.88746831,1.7394379
CoinRun,PPO,1880000,5,8.7,2.0124612,0.9,1.764
CoinRun,PPO,1930000,5,8.34,2.7162474,1.2147428,2.3808958
CoinRun,PPO,1970000,5,8.58,2.0801442,0.93026878,1.8233268
CoinRun,PPO,2010000,5,8.58,2.8472794,1.2733421,2.4957504
CoinRun,PPO,2050000,5,9.14,1.5323185,0.68527367,1.3431364
CoinRun,PPO,2090000,5,9.06,1.8229098,0.81523003,1.5978509
CoinRun,PPO,2130000,5,8.86,2.3287336,1.0414413,2.041225
CoinRun,PPO,2170000,5,9.08,1.5706686,0.70242437,1.3767518
CoinRun,PPO,2210000,5,8.68,2.2320394,0.99819838,1.9564688
CoinRun,PPO,2250000,5,9.08,1.8899735,0.84522186,1.6566349
CoinRun,PPO,2290000,5,9.08,1.6130716,0.72138755,1.4139196
CoinRun,PPO,2330000,5,9.18,1.6664333,0.74525164,1.4606932
CoinRun,PPO,2380000,5,9.28,1.3881643,0.62080593,1.2167796
CoinRun,PPO,2420000,5,9,2.0137031,0.90055538,1.7650886
CoinRun,PPO,2460000,5,9,1.6278821,0.72801099,1.4269015
CoinRun,PPO,2500000,5,9.28,1.3881643,0.62080593,1.2167796
CoinRun,PPO,2540000,5,9.06,1.7169741,0.76785415,1.5049941
CoinRun,PPO,2580000,5,8.86,2.3828554,1.0656453,2.0886649
CoinRun,PPO,2620000,5,8.98,1.8363006,0.82121861,1.6095885
CoinRun,PPO,2660000,5,9.2,1.5132746,0.67675697,1.3264437
CoinRun,PPO,2700000,5,9.24,1.4774979,0.66075714,1.295084
CoinRun,PPO,2740000,5,9.44,1.0853571,0.48538644,0.95135743
CoinRun,PPO,2790000,5,9.56,0.92897793,0.41545156,0.81428506
CoinRun,PPO,2830000,5,9.34,1.0853571,0.48538644,0.95135743
CoinRun,PPO,2870000,5,9.26,1.0014989,0.44788391,0.87785247
CoinRun,PPO,2910000,5,9.46,0.99146356,0.44339599,0.86905613
CoinRun,PPO,2950000,5,9.38,1.0034939,0.44877611,0.87960118
CoinRun,PPO,2990000,5,9.34,1.1696153,0.52306787,1.025213
CoinRun,PPO,3030000,5,9.56,0.72318739,0.32341923,0.6339017
CoinRun,PPO,3070000,5,9.22,1.0545141,0.47159304,0.92432237
CoinRun,PPO,3110000,5,9.38,0.85264295,0.38131352,0.7473745
CoinRun,PPO,3150000,5,9.44,0.61073726,0.27313001,0.53533481
CoinRun,PPO,3190000,5,9.5,0.64420494,0.28809721,0.56467052
CoinRun,PPO,3240000,5,9.56,0.58566202,0.26191602,0.51335539
CoinRun,PPO,3280000,5,9.54,0.63874878,0.28565714,0.55988799
CoinRun,PPO,3320000,5,9.56,0.87635609,0.39191836,0.76815998
CoinRun,PPO,3360000,5,9.62,0.63007936,0.28178006,0.55228891
CoinRun,PPO,3400000,5,9.74,0.47222876,0.21118712,0.41392676
CoinRun,PPO,3440000,5,9.72,0.38987177,0.17435596,0.34173768
CoinRun,PPO,3480000,5,9.94,0.054772256,0.024494897,0.048009999
CoinRun,PPO,3520000,5,9.84,0.15165751,0.0678233,0.13293367
CoinRun,PPO,3560000,5,9.56,0.40373258,0.1805547,0.35388721
CoinRun,PPO,3600000,5,9.88,0.083666003,0.037416574,0.073336485
CoinRun,PPO,3650000,5,9.76,0.15165751,0.0678233,0.13293367
CoinRun,PPO,3690000,5,9.88,0.10954451,0.048989795,0.096019998
CoinRun,PPO,3730000,5,9.92,0.04472136,0.02,0.0392
CoinRun,PPO,3770000,5,9.88,0.13038405,0.058309519,0.11428666
CoinRun,PPO,3810000,5,9.84,0.18165902,0.081240384,0.15923115
CoinRun,PPO,3850000,5,9.84,0.13416408,0.06,0.1176
CoinRun,PPO,3890000,5,9.86,0.13416408,0.06,0.1176
CoinRun,PPO,3930000,5,9.82,0.16431677,0.073484692,0.14403
CoinRun,PPO,3970000,5,9.88,0.13038405,0.058309519,0.11428666
CoinRun,PPO,4010000,5,9.74,0.2607681,0.11661904,0.22857331
CoinRun,PPO,4060000,5,9.8,0.2,0.089442719,0.17530773
CoinRun,PPO,4100000,5,9.86,0.089442719,0.04,0.0784
CoinRun,PPO,4140000,5,9.8,0.23452079,0.10488088,0.20556653
CoinRun,PPO,4180000,5,9.78,0.38340579,0.17146428,0.33606999
CoinRun,PPO,4220000,5,9.88,0.13038405,0.058309519,0.11428666
CoinRun,PPO,4260000,5,9.88,0.10954451,0.048989795,0.096019998
CoinRun,PPO,4300000,5,9.96,0.054772256,0.024494897,0.048009999
CoinRun,PPO,4340000,5,9.9,0.14142136,0.063245553,0.12396128
CoinRun,PPO,4380000,5,9.8,0.23452079,0.10488088,0.20556653
CoinRun,PPO,4420000,5,9.94,0.089442719,0.04,0.0784
CoinRun,PPO,4460000,5,9.92,0.083666003,0.037416574,0.073336485
CoinRun,PPO,4510000,5,10,0,0,0
CoinRun,PPO,4550000,5,9.94,0.054772256,0.024494897,0.048009999
CoinRun,PPO,4590000,5,9.88,0.16431677,0.073484692,0.14403
CoinRun,PPO,4630000,5,9.84,0.20736441,0.092736185,0.18176292
CoinRun,PPO,4670000,5,9.96,0.089442719,0.04,0.0784
CoinRun,PPO,4710000,5,9.96,0.054772256,0.024494897,0.048009999
CoinRun,PPO,4750000,5,9.82,0.19235384,0.086023253,0.16860558
CoinRun,PPO,4790000,5,9.96,0.054772256,0.024494897,0.048009999
CoinRun,PPO,4830000,5,9.9,0.12247449,0.054772256,0.10735362
CoinRun,PPO,4870000,5,9.74,0.25099801,0.11224972,0.22000945
CoinRun,PPO,4920000,5,9.94,0.054772256,0.024494897,0.048009999
CoinRun,PPO,4960000,5,9.88,0.083666003,0.037416574,0.073336485
CoinRun,PPO,5000000,5,9.92,0.04472136,0.02,0.0392
CoinRun,PPO,5040000,5,9.96,0.054772256,0.024494897,0.048009999
CoinRun,PPO,5080000,5,9.82,0.14832397,0.066332496,0.13001169
CoinRun,PPO,5120000,5,9.86,0.16733201,0.074833148,0.14667297
CoinRun,PPO,5160000,5,9.96,0.054772256,0.024494897,0.048009999
CoinRun,PPO,5200000,5,9.9,0.17320508,0.077459667,0.15182095
CoinRun,PPO,5240000,5,9.92,0.10954451,0.048989795,0.096019998
CoinRun,PPO,5280000,5,9.88,0.083666003,0.037416574,0.073336485
CoinRun,PPO,5320000,5,9.86,0.13416408,0.06,0.1176
CoinRun,PPO,5370000,5,9.96,0.054772256,0.024494897,0.048009999
CoinRun,PPO,5410000,5,9.84,0.15165751,0.0678233,0.13293367
CoinRun,PPO,5450000,5,9.88,0.04472136,0.02,0.0392
CoinRun,PPO,5490000,5,9.84,0.18165902,0.081240384,0.15923115
CoinRun,PPO,5530000,5,9.86,0.15165751,0.0678233,0.13293367
CoinRun,PPO,5570000,5,9.86,0.13416408,0.06,0.1176
CoinRun,PPO,5610000,5,9.92,0.083666003,0.037416574,0.073336485
CoinRun,PPO,5650000,5,9.94,0.054772256,0.024494897,0.048009999
CoinRun,PPO,5690000,5,9.94,0.054772256,0.024494897,0.048009999
CoinRun,PPO,5730000,5,9.86,0.13416408,0.06,0.1176
CoinRun,PPO,5780000,5,9.92,0.083666003,0.037416574,0.073336485
CoinRun,PPO,5820000,5,9.94,0.054772256,0.024494897,0.048009999
CoinRun,PPO,5860000,5,9.92,0.083666003,0.037416574,0.073336485
CoinRun,PPO,5900000,5,9.9,0.14142136,0.063245553,0.12396128
CoinRun,PPO,5940000,5,9.96,0.089442719,0.04,0.0784
CoinRun,PPO,5980000,5,9.94,0.054772256,0.024494897,0.048009999
CoinRun,Exact RAT,41000,5,2.4616,1.0752594,0.48087063,0.94250643
CoinRun,Exact RAT,81900,5,3.4,0.82158384,0.36742346,0.72014998
CoinRun,Exact RAT,123000,5,3.74,0.82340755,0.36823905,0.72174854
CoinRun,Exact RAT,164000,5,4.08,1.0733126,0.48,0.9408
CoinRun,Exact RAT,205000,5,5.26,2.0378911,0.91137259,1.7862903
CoinRun,Exact RAT,246000,5,5.06,2.4541801,1.0975427,2.1511837
CoinRun,Exact RAT,287000,5,5.08,3.1815091,1.4228141,2.7887157
CoinRun,Exact RAT,328000,5,5.72,3.2752099,1.4647184,2.8708481
CoinRun,Exact RAT,369000,5,5.5,3.3815677,1.512283,2.9640748
CoinRun,Exact RAT,410000,5,5.78,3.4831021,1.5576906,3.0530736
CoinRun,Exact RAT,451000,5,5.98,3.7049966,1.6569249,3.2475727
CoinRun,Exact RAT,492000,5,6.3,3.6283605,1.6226522,3.1803982
CoinRun,Exact RAT,532000,5,6.22,3.6272579,1.6221591,3.1794317
CoinRun,Exact RAT,573000,5,6.4,3.6674242,1.6401219,3.214639
CoinRun,Exact RAT,614000,5,6.22,3.8944833,1.7416659,3.4136651
CoinRun,Exact RAT,655000,5,6.26,4.1500602,1.8559634,3.6376882
CoinRun,Exact RAT,696000,5,6.28,3.8094619,1.7036432,3.3391406
CoinRun,Exact RAT,737000,5,6.64,3.6787226,1.6451748,3.2245425
CoinRun,Exact RAT,778000,5,6.74,3.5168167,1.5727683,3.0826258
CoinRun,Exact RAT,819000,5,6.84,3.4659775,1.5500323,3.0380632
CoinRun,Exact RAT,860000,5,6.74,3.1229793,1.3966388,2.7374121
CoinRun,Exact RAT,901000,5,6.76,2.8430617,1.2714559,2.4920535
CoinRun,Exact RAT,942000,5,6.36,3.1117519,1.3916178,2.7275708
CoinRun,Exact RAT,983000,5,6.1,3.3533565,1.4996666,2.9393466
CoinRun,Exact RAT,1020000,5,6.04,3.4500725,1.5429193,3.0241218
CoinRun,Exact RAT,1060000,5,6.14,3.5366651,1.5816447,3.1000236
CoinRun,Exact RAT,1110000,5,6.32,3.5052817,1.5676096,3.0725149
CoinRun,Exact RAT,1150000,5,6.04,3.4681407,1.5509997,3.0399594
CoinRun,Exact RAT,1190000,5,5.94,3.4515214,1.5435673,3.0253919
CoinRun,Exact RAT,1230000,5,6.18,3.6396428,1.6276978,3.1902876
CoinRun,Exact RAT,1270000,5,6.84,3.5746328,1.5986244,3.1333038
CoinRun,Exact RAT,1310000,5,6.84,3.303483,1.4773625,2.8956305
CoinRun,Exact RAT,1350000,5,7.06,3.1020961,1.3872995,2.7191071
CoinRun,Exact RAT,1390000,5,6.82,3.2460746,1.4516887,2.8453098
CoinRun,Exact RAT,1430000,5,6.66,3.1769482,1.4207744,2.7847179
CoinRun,Exact RAT,1470000,5,6.6,3.3667492,1.505656,2.9510858
CoinRun,Exact RAT,1520000,5,6.94,3.4333657,1.5354478,3.0094777
CoinRun,Exact RAT,1560000,5,7.12,3.0621888,1.3694524,2.6841268
CoinRun,Exact RAT,1600000,5,7.1,3.2703211,1.4625321,2.8665628
CoinRun,Exact RAT,1640000,5,7,3.0724583,1.3740451,2.6931284
CoinRun,Exact RAT,1680000,5,7.18,3.3252068,1.4870777,2.9146722
CoinRun,Exact RAT,1720000,5,7.04,3.3455941,1.4961952,2.9325425
CoinRun,Exact RAT,1760000,5,7.12,3.1704889,1.4178857,2.7790561
CoinRun,Exact RAT,1800000,5,7.6,2.9639501,1.3255188,2.5980168
CoinRun,Exact RAT,1840000,5,7.32,3.2629741,1.4592464,2.8601229
CoinRun,Exact RAT,1880000,5,7.08,3.4332201,1.5353827,3.0093501
CoinRun,Exact RAT,1930000,5,7.16,3.4246168,1.5315352,3.0018089
CoinRun,Exact RAT,1970000,5,7.28,3.2197826,1.4399306,2.8222639
CoinRun,Exact RAT,2010000,5,7.02,3.2368194,1.4475497,2.8371973
CoinRun,Exact RAT,2050000,5,7.1,3.2992423,1.475466,2.8919134
CoinRun,Exact RAT,2090000,5,7.06,3.2531523,1.4548539,2.8515137
CoinRun,Exact RAT,2130000,5,6.9,3.4263683,1.5323185,3.0033443
CoinRun,Exact RAT,2170000,5,7.08,3.4273897,1.5327753,3.0042395
CoinRun,Exact RAT,2210000,5,7.64,3.0940265,1.3836907,2.7120338
CoinRun,Exact RAT,2250000,5,7.54,3.1965607,1.4295454,2.8019089
CoinRun,Exact RAT,2290000,5,7.32,3.1538865,1.4104609,2.7645034
CoinRun,Exact RAT,2330000,5,7.44,3.3373642,1.4925147,2.9253287
CoinRun,Exact RAT,2380000,5,7.38,3.4303061,1.5340795,3.0067959
CoinRun,Exact RAT,2420000,5,7.24,3.4311806,1.5344706,3.0075624
CoinRun,Exact RAT,2460000,5,7.1,3.379349,1.5112908,2.96213
CoinRun,Exact RAT,2500000,5,7.02,3.139586,1.4040655,2.7519684
CoinRun,Exact RAT,2540000,5,7.48,2.644239,1.1825396,2.3177777
CoinRun,Exact RAT,2580000,5,7.68,2.8490349,1.2741272,2.4972892
CoinRun,Exact RAT,2620000,5,7.52,3.1308146,1.4001428,2.74428
CoinRun,Exact RAT,2660000,5,7.38,3.2874002,1.4701701,2.8815333
CoinRun,Exact RAT,2700000,5,7.52,3.4149671,1.5272197,2.9933506
CoinRun,Exact RAT,2740000,5,7.72,2.8030341,1.2535549,2.4569677
CoinRun,Exact RAT,2790000,5,7.98,3.0277054,1.354031,2.6539008
CoinRun,Exact RAT,2830000,5,7.7,3.1583223,1.4124447,2.7683916
CoinRun,Exact RAT,2870000,5,7.72,3.5604775,1.5922939,3.1208961
CoinRun,Exact RAT,2910000,5,8.12,2.3721298,1.0608487,2.0792635
CoinRun,Exact RAT,2950000,5,8.44,1.8635987,0.83342666,1.6335163
CoinRun,Exact RAT,2990000,5,8.9,1.3379088,0.59833101,1.1727288
