environment,method,steps,n_seeds,mean_eprewmean,std_eprewmean,sem_eprewmean,ci95_halfwidth
BossFight,PPO,4220000,5,0.948,1.4537262,0.65012614,1.2742472
BossFight,PPO,4260000,5,1.276,1.6185426,0.72383424,1.4187151
BossFight,PPO,4300000,5,1.26,1.6604969,0.7425968,1.4554897
BossFight,PPO,4340000,5,1.206,1.5330786,0.68561359,1.3438026
BossFight,PPO,4380000,5,1.188,1.3796811,0.61701216,1.2093438
BossFight,PPO,4420000,5,0.984,1.1111841,0.49693662,0.97399577
BossFight,PPO,4460000,5,0.996,1.2953108,0.57928059,1.13539
BossFight,PPO,4510000,5,1.086,1.4327526,0.64074644,1.255863
BossFight,PPO,4550000,5,1.13,1.4434854,0.64554628,1.2652707
BossFight,PPO,4590000,5,1.192,1.3469298,0.60236534,1.1806361
BossFight,PPO,4630000,5,0.94,1.167069,0.52192911,1.0229811
BossFight,PPO,4670000,5,1.176,1.5220972,0.68070258,1.3341771
BossFight,PPO,4710000,5,1.008,1.3813291,0.61774914,1.2107883
BossFight,PPO,4750000,5,1.008,1.0794536,0.48274631,0.94618277
BossFight,PPO,4790000,5,1.492,1.5150974,0.67757214,1.3280414
BossFight,PPO,4830000,5,1.354,1.3825809,0.61830898,1.2118856
BossFight,PPO,4870000,5,1.39,1.1583609,0.51803475,1.0153481
BossFight,PPO,4920000,5,1.484,1.3624353,0.6092996,1.1942272
BossFight,PPO,4960000,5,1.214,0.95322086,0.42629333,0.83553492
BossFight,PPO,5000000,5,1.368,1.2128767,0.54241497,1.0631333
BossFight,PPO,5040000,5,1.106,0.97448961,0.435805,0.8541778
BossFight,PPO,5080000,5,1.208,1.0268739,0.45923197,0.90009466
BossFight,PPO,5120000,5,1.53,1.3716778,0.61343296,1.2023286
BossFight,PPO,5160000,5,1.412,1.0194214,0.45589911,0.89356226
BossFight,PPO,5200000,5,1.124,1.1688798,0.52273894,1.0245683
BossFight,PPO,5240000,5,1.116,1.1204151,0.50106487,0.98208714
BossFight,PPO,5280000,5,1.34,1.1354955,0.50780902,0.99530568
BossFight,PPO,5320000,5,1.298,0.91892328,0.41095499,0.80547177
BossFight,PPO,5370000,5,1.204,1.0789949,0.48254119,0.94578073
BossFight,PPO,5410000,5,1.168,1.306702,0.58437488,1.1453748
BossFight,PPO,5450000,5,1.216,1.3419128,0.60012165,1.1762384
BossFight,PPO,5490000,5,1.436,1.3873103,0.62042405,1.2160311
BossFight,PPO,5530000,5,1.15,1.2615269,0.56417196,1.105777
BossFight,PPO,5570000,5,1.436,1.4063179,0.62892448,1.232692
BossFight,PPO,5610000,5,1.462,1.6794404,0.75106857,1.4720944
BossFight,PPO,5650000,5,1.312,1.7043973,0.76222962,1.4939701
BossFight,PPO,5690000,5,1.628,2.1960351,0.98209674,1.9249096
BossFight,PPO,5730000,5,1.344,1.7218682,0.77004286,1.509284
BossFight,PPO,5780000,5,1.378,2.0502853,0.91691548,1.7971543
BossFight,PPO,5820000,5,1.258,1.580987,0.7070389,1.3857962
BossFight,PPO,5860000,5,1.334,1.62186,0.72531786,1.421623
BossFight,PPO,5900000,5,1.27,1.6850074,0.75355823,1.4769741
BossFight,PPO,5940000,5,1.346,1.8333112,0.8198817,1.6069681
BossFight,PPO,5980000,5,1.592,1.9195104,0.85843113,1.682525
BossFight,Exact RAT,41000,5,0.02,0.025495098,0.011401754,0.022347438
BossFight,Exact RAT,81900,5,0.086,0.083845095,0.037496667,0.073493466
BossFight,Exact RAT,123000,5,0.21,0.17663522,0.078993671,0.15482759
BossFight,Exact RAT,164000,5,0.296,0.31580057,0.14123031,0.2768114
BossFight,Exact RAT,205000,5,0.362,0.34222799,0.15304901,0.29997606
BossFight,Exact RAT,246000,5,0.41,0.38955102,0.17421251,0.34145653
BossFight,Exact RAT,287000,5,0.522,0.49388258,0.220871,0.43290717
BossFight,Exact RAT,328000,5,0.446,0.45823575,0.20492926,0.40166134
BossFight,Exact RAT,369000,5,0.596,0.58926225,0.26352609,0.51651114
BossFight,Exact RAT,410000,5,0.538,0.50081933,0.22397321,0.4389875
BossFight,Exact RAT,451000,5,0.63,0.58549125,0.26183965,0.51320571
BossFight,Exact RAT,492000,5,0.654,0.75463899,0.33748481,0.66147024
BossFight,Exact RAT,532000,5,0.692,0.7065904,0.31599684,0.6193538
BossFight,Exact RAT,573000,5,1.068,1.0346835,0.46272454,0.9069401
BossFight,Exact RAT,614000,5,1.012,1.0657251,0.47660676,0.93414924
BossFight,Exact RAT,655000,5,1.048,1.0520314,0.47048273,0.92214615
BossFight,Exact RAT,696000,5,1.252,1.1647189,0.5208781,1.0209211
BossFight,Exact RAT,737000,5,1.138,1.0115187,0.4523649,0.8866352
BossFight,Exact RAT,778000,5,1.394,1.2075926,0.54005185,1.0585016
BossFight,Exact RAT,819000,5,1.042,0.97553575,0.43627285,0.85509479
BossFight,Exact RAT,860000,5,1.312,0.95821188,0.42852538,0.83990974
BossFight,Exact RAT,901000,5,1.266,0.85923222,0.38426033,0.75315024
BossFight,Exact RAT,942000,5,1.354,1.0223649,0.45721549,0.89614235
BossFight,Exact RAT,983000,5,1.34,0.95653019,0.4277733,0.83843568
BossFight,Exact RAT,1020000,5,1.308,0.92610475,0.41416663,0.8117666
BossFight,Exact RAT,1060000,5,1.19,0.86873471,0.38850997,0.76147955
BossFight,Exact RAT,1110000,5,1.496,1.1211512,0.50139406,0.98273235
BossFight,Exact RAT,1150000,5,1.498,1.5622004,0.69863724,1.369329
BossFight,Exact RAT,1190000,5,1.444,1.4208202,0.6354101,1.2454038
BossFight,Exact RAT,1230000,5,1.508,1.1860523,0.5304187,1.0396207
BossFight,Exact RAT,1270000,5,1.332,1.0874144,0.48630649,0.95316072
BossFight,Exact RAT,1310000,5,1.532,1.2452992,0.55691472,1.0915528
BossFight,Exact RAT,1350000,5,1.512,0.99625298,0.44553788,0.87325424
BossFight,Exact RAT,1390000,5,1.846,1.4091416,0.63018727,1.2351671
BossFight,Exact RAT,1430000,5,1.404,0.83128214,0.37176068,0.72865092
BossFight,Exact RAT,1470000,5,1.306,0.95557836,0.42734763,0.83760136
BossFight,Exact RAT,1520000,5,1.372,0.87012643,0.38913237,0.76269944
BossFight,Exact RAT,1560000,5,1.444,1.0790412,0.48256191,0.94582135
BossFight,Exact RAT,1600000,5,1.63,1.1151906,0.49872838,0.97750763
BossFight,Exact RAT,1640000,5,1.788,1.1321087,0.50629438,0.99233699
BossFight,Exact RAT,1680000,5,1.362,0.82165686,0.36745612,0.72021399
BossFight,Exact RAT,1720000,5,1.956,1.365661,0.61074217,1.1970547
BossFight,Exact RAT,1760000,5,2.094,1.2905929,0.57717069,1.1312545
BossFight,Exact RAT,1800000,5,1.678,1.2173824,0.54442998,1.0670828
BossFight,Exact RAT,1840000,5,1.642,1.2796562,0.57227965,1.1216681
BossFight,Exact RAT,1880000,5,1.932,1.3325427,0.5959312,1.1680252
BossFight,Exact RAT,1930000,5,1.834,1.5820967,0.70753516,1.3867689
BossFight,Exact RAT,1970000,5,1.814,1.3634625,0.60975897,1.1951276
BossFight,Exact RAT,2010000,5,1.68,1.2341799,0.55194203,1.0818064
BossFight,Exact RAT,2050000,5,1.958,1.2437323,0.55621399,1.0901794
BossFight,Exact RAT,2090000,5,1.674,1.2924705,0.57801038,1.1329003
BossFight,Exact RAT,2130000,5,2.084,1.5068776,0.67389613,1.3208364
BossFight,Exact RAT,2170000,5,1.524,1.2011994,0.5371927,1.0528977
BossFight,Exact RAT,2210000,5,1.76,1.391492,0.62229414,1.2196965
BossFight,Exact RAT,2250000,5,1.95,1.5314699,0.68489415,1.3423925
BossFight,Exact RAT,2290000,5,1.998,1.4865632,0.66481125,1.3030301
BossFight,Exact RAT,2330000,5,1.944,1.3989746,0.62564047,1.2262553
BossFight,Exact RAT,2380000,5,1.746,1.1750234,0.52548644,1.0299534
BossFight,Exact RAT,2420000,5,1.836,1.3190641,0.58990338,1.1562106
BossFight,Exact RAT,2460000,5,2.006,1.3169017,0.58893633,1.1543152
BossFight,Exact RAT,2500000,5,2.122,1.5531806,0.69460348,1.3614228
BossFight,Exact RAT,2540000,5,1.848,1.5292711,0.68391081,1.3404652
BossFight,Exact RAT,2580000,5,1.636,1.1553484,0.51668753,1.0127076
BossFight,Exact RAT,2620000,5,1.878,1.3114,0.58647592,1.1494928
BossFight,Exact RAT,2660000,5,1.63,1.2173332,0.54440794,1.0670396
BossFight,Exact RAT,2700000,5,1.83,1.4389753,0.64352933,1.2613175
BossFight,Exact RAT,2740000,5,2.034,1.3783432,0.61641382,1.2081711
BossFight,Exact RAT,2790000,5,1.594,1.1950858,0.5344586,1.0475389
BossFight,Exact RAT,2830000,5,1.768,1.4852172,0.6642093,1.3018502
BossFight,Exact RAT,2870000,5,1.88,1.3968894,0.62470793,1.2244275
BossFight,Exact RAT,2910000,5,1.702,1.2529445,0.56033383,1.0982543
BossFight,Exact RAT,2950000,5,1.976,1.3822192,0.61814723,1.2115686
BossFight,Exact RAT,2990000,5,1.706,1.4429761,0.64531853,1.2648243
BossFight,Exact RAT,3030000,5,1.484,1.2236952,0.54725314,1.0726162
BossFight,Exact RAT,3070000,5,2.346,1.8411355,0.82338084,1.6138264
BossFight,Exact RAT,3110000,5,2.194,1.7071409,0.76345661,1.496375
BossFight,Exact RAT,3150000,5,2.208,1.647231,0.7366641,1.4438616
BossFight,Exact RAT,3190000,5,1.902,1.5070401,0.67396884,1.3209789
BossFight,Exact RAT,3240000,5,1.8,1.366071,0.61092553,1.197414
BossFight,Exact RAT,3280000,5,2.016,1.6101801,0.72009444,1.4113851
BossFight,Exact RAT,3320000,5,1.77,1.4888586,0.66583782,1.3050421
BossFight,Exact RAT,3360000,5,2.152,1.6304509,0.72915979,1.4291532
BossFight,Exact RAT,3400000,5,2.126,1.4913014,0.66693028,1.3071834
BossFight,Exact RAT,3440000,5,1.884,1.6581707,0.74155647,1.4534507
BossFight,Exact RAT,3480000,5,2.1,1.7712284,0.79211742,1.5525501
BossFight,Exact RAT,3520000,5,1.83,1.5552974,0.69555014,1.3632783
BossFight,Exact RAT,3560000,5,2.058,1.8751853,0.83860837,1.6436724
BossFight,Exact RAT,3600000,5,1.958,1.6535628,0.73949577,1.4494117
BossFight,Exact RAT,3650000,5,1.954,1.7676199,0.79050364,1.5493871
BossFight,Exact RAT,3690000,5,2.052,1.9695989,0.88083143,1.7264296
BossFight,Exact RAT,3730000,5,1.936,1.757905,0.78615902,1.5408717
BossFight,Exact RAT,3770000,5,2.004,1.945027,0.86984251,1.7048913
BossFight,Exact RAT,3810000,5,1.626,1.3947329,0.62374354,1.2225373
BossFight,Exact RAT,3850000,5,2.132,1.6471096,0.7366098,1.4437552
BossFight,Exact RAT,3890000,5,2.164,1.5543906,0.69514459,1.3624834
BossFight,Exact RAT,3930000,5,2.332,1.98622,0.8882646,1.7409986
BossFight,Exact RAT,3970000,5,2.514,1.9972932,0.89321666,1.7507047
BossFight,Exact RAT,4010000,5,2.184,1.8582868,0.83105114,1.6288602
BossFight,Exact RAT,4060000,5,2.052,1.6209164,0.72489585,1.4207959
BossFight,Exact RAT,4100000,5,2.322,1.7557107,0.78517769,1.5389483
BossFight,Exact RAT,4140000,5,2.278,1.8893703,0.84495207,1.6561061
BossFight,Exact RAT,4180000,5,2.384,1.5944215,0.71304698,1.3975721
BossFight,Exact RAT,4220000,5,2.156,1.6281984,0.72815246,1.4271788
BossFight,Exact RAT,4260000,5,2.252,1.7822935,0.79706587,1.5622491
BossFight,Exact RAT,4300000,5,2.03,1.6220358,0.72539644,1.421777
BossFight,Exact RAT,4340000,5,1.81,1.4682302,0.65661252,1.2869605
BossFight,Exact RAT,4380000,5,2.246,1.8655375,0.83429371,1.6352157
BossFight,Exact RAT,4420000,5,2.192,1.6779809,0.75041588,1.4708151
BossFight,Exact RAT,4460000,5,1.916,1.3820745,0.61808252,1.2114417
BossFight,Exact RAT,4510000,5,1.988,1.5127359,0.67651608,1.3259715
BossFight,Exact RAT,4550000,5,1.988,1.4725047,0.65852411,1.2907073
BossFight,Exact RAT,4590000,5,2.032,1.578154,0.70577192,1.383313
BossFight,Exact RAT,4630000,5,1.918,1.4678283,0.65643278,1.2866083
BossFight,Exact RAT,4670000,5,1.722,1.3994535,0.62585462,1.226675
BossFight,Exact RAT,4710000,5,2.088,1.7326194,0.77485095,1.5187079
BossFight,Exact RAT,4750000,5,1.888,1.7299335,0.77364979,1.5163536
BossFight,Exact RAT,4790000,5,1.842,1.5646469,0.69973138,1.3714735
BossFight,Exact RAT,4830000,5,1.872,1.4840384,0.66368215,1.300817
BossFight,Exact RAT,4870000,5,1.94,1.546884,0.69178754,1.3559036
BossFight,Exact RAT,4920000,5,1.84,1.389946,0.62160277,1.2183414
BossFight,Exact RAT,4960000,5,1.97,1.6437001,0.73508503,1.4407667
BossFight,Exact RAT,5000000,5,2.212,1.7634398,0.78863426,1.5457232
BossFight,Exact RAT,5040000,5,2.294,1.9668706,0.87961128,1.7240381
BossFight,Exact RAT,5080000,5,2.01,1.8188733,0.81342486,1.5943127
BossFight,Exact RAT,5120000,5,2.144,1.8104778,0.8096703,1.5869538
BossFight,Exact RAT,5160000,5,2.102,1.5104867,0.67551018,1.3239999
BossFight,Exact RAT,5200000,5,1.992,1.7762235,0.79435131,1.5569286
BossFight,Exact RAT,5240000,5,1.658,1.5988652,0.71503426,1.4014672
BossFight,Exact RAT,5280000,5,2.074,1.8264255,0.8168023,1.6009325
BossFight,Exact RAT,5320000,5,1.944,1.5473623,0.69200145,1.3563228
BossFight,Exact RAT,5370000,5,1.952,1.7690591,0.79114727,1.5506486
BossFight,Exact RAT,5410000,5,2.03,1.8095303,0.80924656,1.5861233
BossFight,Exact RAT,5450000,5,1.826,1.4509755,0.64889599,1.2718361
BossFight,Exact RAT,5490000,5,1.766,1.5779512,0.70568123,1.3831352
BossFight,Exact RAT,5530000,5,2.11,1.7540097,0.78441698,1.5374573
BossFight,Exact RAT,5570000,5,2.056,1.8332021,0.81983291,1.6068725
BossFight,Exact RAT,5610000,5,2.148,1.6990939,0.75985788,1.4893214
BossFight,Exact RAT,5650000,5,2.028,1.6459405,0.73608695,1.4427304
BossFight,Exact RAT,5690000,5,2.246,1.9055262,0.85217721,1.6702673
BossFight,Exact RAT,5730000,5,1.954,1.4550361,0.65071192,1.2753954
BossFight,Exact RAT,5780000,5,2.2,1.741752,0.77893517,1.5267129
BossFight,Exact RAT,5820000,5,2.312,1.8519638,0.8282234,1.6233179
BossFight,Exact RAT,5860000,5,2.168,1.6978722,0.75931153,1.4882506
BossFight,Exact RAT,5900000,5,2.088,1.7250565,0.77146873,1.5120787
BossFight,Exact RAT,5940000,5,2.626,2.092661,0.93586644,1.8342982
BossFight,Exact RAT,5980000,5,1.744,1.5458428,0.69132192,1.354991
CaveFlyer,PPO,41000,5,2.504,0.63200475,0.28264112,0.55397659
CaveFlyer,PPO,81900,5,2.106,0.31965607,0.14295454,0.28019089
CaveFlyer,PPO,123000,5,2.006,0.25530374,0.1141753,0.2237836
CaveFlyer,PPO,164000,5,1.98,0.41472883,0.18547237,0.36352585
CaveFlyer,PPO,205000,5,1.806,0.27781289,0.1242417,0.24351373
CaveFlyer,PPO,246000,5,2.09,0.40663251,0.18185159,0.35642911
CaveFlyer,PPO,287000,5,2.066,0.7108305,0.31789306,0.62307041
CaveFlyer,PPO,328000,5,2.004,0.37713393,0.16865942,0.33057246
CaveFlyer,PPO,369000,5,2.186,0.54422422,0.24338447,0.47703356
CaveFlyer,PPO,410000,5,2.3,0.65620119,0.29346209,0.5751857
CaveFlyer,PPO,451000,5,2.238,1.0482462,0.46878993,0.91882827
CaveFlyer,PPO,492000,5,1.932,0.57608159,0.25763152,0.50495778
CaveFlyer,PPO,532000,5,2.244,0.77645348,0.34724055,0.68059148
CaveFlyer,PPO,573000,5,2.704,1.0335521,0.46221856,0.90594838
CaveFlyer,PPO,614000,5,2.612,0.92313054,0.41283653,0.8091596
CaveFlyer,PPO,655000,5,2.674,1.4176142,0.63397634,1.2425936
CaveFlyer,PPO,696000,5,2.288,0.8558154,0.38273228,0.75015527
CaveFlyer,PPO,737000,5,2.82,0.97375562,0.43547675,0.85353443
CaveFlyer,PPO,778000,5,3.098,1.0765315,0.48143951,0.94362144
CaveFlyer,PPO,819000,5,2.854,0.7951918,0.35562058,0.69701635
CaveFlyer,PPO,860000,5,2.994,0.95881698,0.42879599,0.84044014
CaveFlyer,PPO,901000,5,3.134,0.95552603,0.42732423,0.8375555
CaveFlyer,PPO,942000,5,3.304,1.3501592,0.60380957,1.1834668
CaveFlyer,PPO,983000,5,3.342,0.88840869,0.39730844,0.77872455
CaveFlyer,PPO,1020000,5,3.146,1.0957554,0.49003673,0.960472
CaveFlyer,PPO,1060000,5,3.358,1.151855,0.51512523,1.0096454
CaveFlyer,PPO,1110000,5,3.15,1.0256949,0.4587047,0.89906121
CaveFlyer,PPO,1150000,5,3.71,1.0806711,0.4832908,0.94724997
CaveFlyer,PPO,1190000,5,3.42,0.9539392,0.42661458,0.83616458
CaveFlyer,PPO,1230000,5,3.216,1.1846645,0.52979807,1.0384042
CaveFlyer,PPO,1270000,5,3.516,1.0584564,0.4733561,0.92777796
CaveFlyer,PPO,1310000,5,3.426,0.91297864,0.40829646,0.80026106
CaveFlyer,PPO,1350000,5,3.506,1.0563995,0.47243624,0.92597503
CaveFlyer,PPO,1390000,5,3.936,1.1383673,0.50909331,0.99782289
CaveFlyer,PPO,1430000,5,3.734,1.0590467,0.4736201,0.9282954
CaveFlyer,PPO,1470000,5,3.998,1.4345975,0.64157151,1.2574802
CaveFlyer,PPO,1520000,5,4.1,1.150413,0.51448032,1.0083814
CaveFlyer,PPO,1560000,5,4.104,1.2918707,0.57774216,1.1323746
CaveFlyer,PPO,1600000,5,4.092,1.0995317,0.49172553,0.96378205
CaveFlyer,PPO,1640000,5,3.82,0.94596512,0.42304846,0.82917498
CaveFlyer,PPO,1680000,5,3.832,1.0943811,0.48942211,0.95926733
CaveFlyer,PPO,1720000,5,3.986,1.1969461,0.53529058,1.0491695
CaveFlyer,PPO,1760000,5,4.138,1.0518888,0.47041896,0.92202117
CaveFlyer,PPO,1800000,5,4.226,1.1870257,0.53085403,1.0404739
CaveFlyer,PPO,1840000,5,3.926,0.65793617,0.294238,0.57670648
CaveFlyer,PPO,1880000,5,4.258,0.81720255,0.36546409,0.71630961
CaveFlyer,PPO,1930000,5,4.188,0.65063046,0.29097079,0.57030275
CaveFlyer,PPO,1970000,5,3.858,0.84721308,0.37888521,0.74261501
CaveFlyer,PPO,2010000,5,3.556,0.66202719,0.29606756,0.58029242
CaveFlyer,PPO,2050000,5,3.822,0.88992696,0.39798744,0.78005538
CaveFlyer,PPO,2090000,5,4.322,0.67388426,0.3013702,0.5906856
CaveFlyer,PPO,2130000,5,4.27,0.60212125,0.26927681,0.52778255
CaveFlyer,PPO,2170000,5,4.246,0.83494311,0.37339791,0.73185991
CaveFlyer,PPO,2210000,5,3.852,0.72482412,0.3241512,0.63533635
CaveFlyer,PPO,2250000,5,4.178,0.63274798,0.2829735,0.55462805
CaveFlyer,PPO,2290000,5,4.47,0.68143232,0.3047458,0.59730176
CaveFlyer,PPO,2330000,5,4.74,0.59770394,0.26730133,0.5239106
CaveFlyer,PPO,2380000,5,4.488,0.52280015,0.23380334,0.45825454
CaveFlyer,PPO,2420000,5,4.712,0.70418037,0.31491904,0.61724131
CaveFlyer,PPO,2460000,5,4.506,0.42098694,0.18827108,0.36901132
CaveFlyer,PPO,2500000,5,4.256,0.5548243,0.24812497,0.48632494
CaveFlyer,PPO,2540000,5,4.898,0.36182869,0.16181471,0.31715683
CaveFlyer,PPO,2580000,5,4.498,0.59175164,0.26463938,0.51869318
CaveFlyer,PPO,2620000,5,4.464,0.44207465,0.1977018,0.38749552
CaveFlyer,PPO,2660000,5,4.448,0.54910837,0.24556873,0.48131471
CaveFlyer,PPO,2700000,5,4.692,0.41020726,0.18345027,0.35956252
CaveFlyer,PPO,2740000,5,4.296,0.33426038,0.14948579,0.29299214
CaveFlyer,PPO,2790000,5,4.562,0.59688357,0.26693445,0.52319152
CaveFlyer,PPO,2830000,5,4.854,0.68726269,0.30735322,0.60241231
CaveFlyer,PPO,2870000,5,4.232,0.66743539,0.29848618,0.58503291
CaveFlyer,PPO,2910000,5,4.148,0.55796057,0.24952755,0.48907401
CaveFlyer,PPO,2950000,5,4.154,0.3791174,0.16954645,0.33231105
CaveFlyer,PPO,2990000,5,4.318,0.2407696,0.10767544,0.21104386
CaveFlyer,PPO,3030000,5,4.234,0.27808272,0.12436237,0.24375025
CaveFlyer,PPO,3070000,5,4.344,0.41920162,0.18747266,0.36744642
CaveFlyer,PPO,3110000,5,4.532,0.35926313,0.16066736,0.31490802
CaveFlyer,PPO,3150000,5,4.488,0.49746357,0.22247247,0.43604604
CaveFlyer,PPO,3190000,5,3.904,0.61844967,0.2765791,0.54209504
CaveFlyer,PPO,3240000,5,4.474,0.78963916,0.35313737,0.69214924
CaveFlyer,PPO,3280000,5,4.264,0.4194401,0.18757932,0.36765546
CaveFlyer,PPO,3320000,5,4.078,0.23328095,0.10432641,0.20447977
CaveFlyer,PPO,3360000,5,4.304,0.45959765,0.20553832,0.4028551
CaveFlyer,PPO,3400000,5,4.256,0.88015908,0.39361911,0.77149345
CaveFlyer,PPO,3440000,5,3.882,0.67975731,0.30399671,0.59583355
CaveFlyer,PPO,3480000,5,4.212,0.69729477,0.3118397,0.61120582
CaveFlyer,PPO,3520000,5,3.868,0.46029338,0.20584946,0.40346494
CaveFlyer,PPO,3560000,5,4.298,0.92451068,0.41345375,0.81036934
CaveFlyer,PPO,3600000,5,4.388,1.2868061,0.57547719,1.1279353
CaveFlyer,PPO,3650000,5,4.484,0.77251537,0.34547938,0.67713958
CaveFlyer,PPO,3690000,5,4.81,0.39210968,0.17535678,0.34369929
CaveFlyer,PPO,3730000,5,4.48,0.56227218,0.25145576,0.49285329
CaveFlyer,PPO,3770000,5,4.592,0.53204323,0.23793697,0.46635645
CaveFlyer,PPO,3810000,5,4.79,0.81544466,0.36467794,0.71476876
CaveFlyer,PPO,3850000,5,4.43,1.0614142,0.47467884,0.93037052
CaveFlyer,PPO,3890000,5,4.358,0.87256518,0.39022301,0.76483711
CaveFlyer,PPO,3930000,5,4.126,0.91494809,0.40917722,0.80198736
CaveFlyer,PPO,3970000,5,4.56,1.0112616,0.45224993,0.88640986
CaveFlyer,PPO,4010000,5,4.368,1.0258752,0.45878535,0.89921929
CaveFlyer,PPO,4060000,5,4.71,0.63651394,0.28465769,0.55792907
CaveFlyer,PPO,4100000,5,4.222,0.55504054,0.24822168,0.48651448
CaveFlyer,PPO,4140000,5,4.564,0.48808811,0.21827964,0.42782809
CaveFlyer,PPO,4180000,5,4.446,0.7951918,0.35562058,0.69701635
CaveFlyer,PPO,4220000,5,4.484,0.9647694,0.43145799,0.84565767
CaveFlyer,PPO,4260000,5,4.858,0.34477529,0.1541882,0.30220887
CaveFlyer,PPO,4300000,5,4.872,0.62062066,0.27755,0.54399799
CaveFlyer,PPO,4340000,5,4.972,0.56658627,0.25338508,0.49663476
CaveFlyer,PPO,4380000,5,5.008,0.60899097,0.27234904,0.53380412
CaveFlyer,PPO,4420000,5,4.542,0.48095738,0.21509068,0.42157773
CaveFlyer,PPO,4460000,5,4.75,0.74310161,0.33232514,0.65135728
CaveFlyer,PPO,4510000,5,5.256,0.46949973,0.20996666,0.41153466
CaveFlyer,PPO,4550000,5,4.922,0.95648837,0.4277546,0.83839902
CaveFlyer,PPO,4590000,5,5.074,0.68068348,0.30441091,0.59664538
CaveFlyer,PPO,4630000,5,4.778,0.325223,0.14544415,0.28507053
CaveFlyer,PPO,4670000,5,5.114,0.28209927,0.12615863,0.24727092
CaveFlyer,PPO,4710000,5,4.752,0.64839803,0.28997241,0.56834593
CaveFlyer,PPO,4750000,5,4.954,0.66890209,0.29914211,0.58631853
CaveFlyer,PPO,4790000,5,5.288,0.65591158,0.29333258,0.57493185
CaveFlyer,PPO,4830000,5,4.956,1.0012392,0.4477678,0.87762488
CaveFlyer,PPO,4870000,5,4.99,1.1219403,0.50174695,0.98342402
CaveFlyer,PPO,4920000,5,5.114,1.2513513,0.5596213,1.0968577
CaveFlyer,PPO,4960000,5,4.762,0.81613112,0.36498493,0.71537047
CaveFlyer,PPO,5000000,5,4.978,1.074323,0.48045187,0.94168567
CaveFlyer,PPO,5040000,5,4.628,1.0309316,0.46104664,0.90365141
CaveFlyer,PPO,5080000,5,5.062,1.1475931,0.51321925,1.0059097
CaveFlyer,PPO,5120000,5,5.3,0.85790442,0.38366652,0.75198638
CaveFlyer,PPO,5160000,5,5.224,0.88762605,0.39695844,0.77803853
CaveFlyer,PPO,5200000,5,4.946,0.7189089,0.32150583,0.63015143
CaveFlyer,PPO,5240000,5,5.316,0.83539212,0.37359872,0.73225348
CaveFlyer,PPO,5280000,5,5.07,0.84483726,0.37782271,0.74053251
CaveFlyer,PPO,5320000,5,5.562,0.56812851,0.25407479,0.49798659
CaveFlyer,PPO,5370000,5,4.99,0.37583241,0.16807736,0.32943163
CaveFlyer,PPO,5410000,5,5.306,1.1685162,0.52257631,1.0242496
CaveFlyer,PPO,5450000,5,5.25,0.79028476,0.35342609,0.69271513
CaveFlyer,PPO,5490000,5,5.128,0.72129744,0.32257402,0.63224508
CaveFlyer,PPO,5530000,5,5.126,1.015618,0.45419819,0.89022846
CaveFlyer,PPO,5570000,5,5.344,0.42152106,0.18850995,0.3694795
CaveFlyer,PPO,5610000,5,5.488,1.0480315,0.46869393,0.9186401
CaveFlyer,PPO,5650000,5,5.114,0.93964355,0.42022137,0.82363389
CaveFlyer,PPO,5690000,5,5.466,1.3198977,0.59027621,1.1569414
CaveFlyer,PPO,5730000,5,4.536,1.1752574,0.5255911,1.0301585
CaveFlyer,PPO,5780000,5,4.89,0.96415766,0.43118442,0.84512145
CaveFlyer,PPO,5820000,5,4.852,1.2039394,0.53841805,1.0552994
CaveFlyer,PPO,5860000,5,4.972,0.809055,0.3618204,0.70916798
CaveFlyer,PPO,5900000,5,5.428,1.0695186,0.47830325,0.93747437
CaveFlyer,PPO,5940000,5,5.332,0.67113337,0.30013997,0.58827434
CaveFlyer,PPO,5980000,5,4.996,0.75158499,0.33611903,0.65879329
CaveFlyer,Exact RAT,41000,5,1.984,0.98543391,0.44069944,0.86377091
CaveFlyer,Exact RAT,81900,5,1.846,0.44730303,0.20004,0.39207839
CaveFlyer,Exact RAT,123000,5,2.432,0.68203372,0.30501475,0.59782892
CaveFlyer,Exact RAT,164000,5,2.766,0.53970362,0.2413628,0.47307108
CaveFlyer,Exact RAT,205000,5,2.672,0.54582048,0.24409834,0.47843275
CaveFlyer,Exact RAT,246000,5,2.984,1.2138698,0.5428591,1.0640038
CaveFlyer,Exact RAT,287000,5,3.396,0.97366832,0.43543771,0.85345791
CaveFlyer,Exact RAT,328000,5,3.382,0.62886406,0.28123656,0.55122365
CaveFlyer,Exact RAT,369000,5,3.538,0.4066571,0.18186259,0.35645067
CaveFlyer,Exact RAT,410000,5,3.704,0.90682413,0.40554408,0.79486639
CaveFlyer,Exact RAT,451000,5,4.026,0.50287175,0.22489108,0.44078653
CaveFlyer,Exact RAT,492000,5,3.726,0.91808496,0.41058008,0.80473695
CaveFlyer,Exact RAT,532000,5,3.516,0.8394522,0.37541444,0.7358123
CaveFlyer,Exact RAT,573000,5,3.544,0.38448667,0.17194767,0.33701743
CaveFlyer,Exact RAT,614000,5,3.966,0.39595454,0.17707625,0.34706946
CaveFlyer,Exact RAT,655000,5,3.906,0.72081898,0.32236005,0.63182569
CaveFlyer,Exact RAT,696000,5,3.762,0.64336615,0.28772209,0.56393529
