action_max,action_min,adv_avg,adv_max,adv_med,adv_min,adv_var,clipfrac,curr_lr,entropy,eplenmean,eprewmean,fps,grad_norm,kl,loss_pi,loss_v,lr,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,ratio_max,ratio_min,ret_avg,ret_max,ret_med,ret_min,ret_var
14,0,-0.34273141622543335,-0.30584508180618286,-0.32313019037246704,-1.079550862312317,0.007812580093741417,0.0,0.5,2.5852344036102295,882.5128205128206,0.0,820,0.4952988922595978,0.007265438791364431,-0.021259203553199768,0.04724641889333725,0.5,9,40960,53.81431855796836,40960,1.3230020999908447,0.8245499134063721,0.42118388414382935,0.46231189370155334,0.4400009512901306,-0.3084922730922699,0.007845396175980568
14,0,0.2338220775127411,58.63822555541992,-0.04482051730155945,-0.5409798622131348,8.28325080871582,0.0,0.5,2.603653907775879,928.8313253012049,0.24096386,831,27.363361358642578,0.013410667888820171,0.18588845431804657,1.578874111175537,0.5,19,81920,104.76275403099135,81920,4.613654613494873,0.10000000149011612,0.42043569684028625,61.90823745727539,0.07957512885332108,-0.04195507988333702,10.384063720703125
14,0,-0.04788838326931,13.93396282196045,-0.049768343567848206,-29.97665023803711,1.7984880208969116,0.0,0.3333333333333333,2.5783884525299072,936.32,0.7,829,3.8443689346313477,0.016127560287714005,-0.09925620257854462,0.22061385214328766,0.3333333333333333,29,122880,155.61043450096622,122880,7.019906044006348,0.1008407399058342,0.24679026007652283,17.048351287841797,0.025108983740210533,-0.04831700399518013,1.9127144813537598
14,0,-0.22248205542564392,0.40745171904563904,-0.20470616221427917,-1.924877643585205,0.04639158025383949,0.0,0.5,2.545093059539795,778.92,1.8,824,0.626575231552124,0.013158146291971207,-0.0241522416472435,0.074149951338768,0.5,39,163840,206.46888846100774,163840,1.7402541637420654,0.396529883146286,0.7442911863327026,1.493060827255249,0.7308302521705627,-0.19538097083568573,0.0886620506644249
14,0,-0.47149592638015747,0.46040311455726624,-0.4517498016357422,-1.7668616771697998,0.020458292216062546,0.0,0.22168378200531003,2.5327036380767822,556.14,2.1,827,0.7519593238830566,0.030566375702619553,-0.08022285252809525,0.0410580039024353,0.22168378200531003,49,204800,257.1747887759702,204800,2.772282361984253,0.22201776504516602,0.8954647183418274,2.332749843597412,0.8632612228393555,-0.42116987705230713,0.09465453773736954
14,0,-0.6233699321746826,-0.24058103561401367,-0.591632068157196,-3.177131175994873,0.03324649855494499,0.0,0.012974633789062493,2.438985824584961,678.39,1.4,825,0.331258088350296,0.07479909062385559,-0.15285804867744446,0.015154693275690079,0.008649755859374995,59,245760,308.00996112206485,245760,3.910964250564575,0.10000000149011612,0.4697002172470093,0.9946225881576538,0.477431058883667,-0.5666049122810364,0.024553611874580383
14,0,-0.6848980188369751,-0.387898325920105,-0.6750174760818481,-1.514064908027649,0.0063670058734714985,0.0,0.14778918800353996,2.4369618892669678,828.06,0.7,822,0.6180111169815063,0.034215956926345825,-0.032486483454704285,0.013697197660803795,0.14778918800353996,69,286720,358.82059498899616,286720,3.0325815677642822,0.3234699070453644,0.17292353510856628,0.6039326786994934,0.15591080486774445,-0.6579279899597168,0.015052231959998608
14,0,-0.7097532153129578,1.1603068113327026,-0.7147631049156189,-1.318993330001831,0.02015034668147564,0.0,0.0001,2.4714882373809814,952.58,0.5,823,0.5372487902641296,0.0712127536535263,0.04109840840101242,0.008477294817566872,0.0001,79,327680,409.7408792680362,327680,3.143152952194214,0.3289082646369934,-0.09912441670894623,1.9493343830108643,-0.12028941512107849,-0.703131914138794,0.03484838455915451
14,0,-0.7321237325668335,0.8762586712837219,-0.7314419150352478,-1.5975896120071411,0.012677017599344254,0.0,0.0011390625,2.384535551071167,863.88,1.3,823,0.5883802771568298,0.05297490954399109,-0.040236711502075195,0.00928330235183239,0.0007593750000000001,89,368640,460.85620870499406,368640,2.65106201171875,0.10000000149011612,-0.1991499662399292,2.0797770023345947,-0.22504130005836487,-0.7237536907196045,0.03259587287902832
14,0,-0.7404556274414062,-0.4649738669395447,-0.7366944551467896,-1.2398442029953003,0.0033292369917035103,0.0,0.002562890625,2.4771981239318848,828.92,1.5,824,0.5787981152534485,0.05800199508666992,-0.020383819937705994,0.0018374033970758319,0.00170859375,99,409600,511.80416853306815,409600,2.643279552459717,0.1454073190689087,-0.3363063931465149,-0.20463581383228302,-0.33370742201805115,-0.7297472953796387,0.0013427489902824163
