action_max,action_min,adv_avg,adv_max,adv_med,adv_min,adv_var,clipfrac,critic_ratio_max,critic_ratio_min,critic_rows,curr_lr,entropy,eplenmean,eprewmean,fps,grad_norm,joint_actor_fisher_quadratic,joint_applied_solve_residual,joint_cholesky_info_max,joint_clip_scale,joint_critic_curvature_coef,joint_critic_ggn_quadratic,joint_critic_objective_coef,joint_critic_rhs_weight,joint_direction_l2,joint_jacobi_scale_max,joint_jacobi_scale_min,joint_kernel_mode,joint_linear_solve_dtype,joint_predicted_step_kl,joint_predicted_value_divergence,joint_relative_solve_residual,joint_solve_residual,joint_solver_mode,joint_system_rows,kl,loss_pi,loss_v,lr,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,optimizer_history_correction,optimizer_momentum,optimizer_momentum_semantics,ratio_max,ratio_min,ret_avg,ret_max,ret_med,ret_min,ret_var
14,0,0.17536252737045288,0.37569165229797363,0.17841379344463348,-0.5805389285087585,0.004735021386295557,0.0,1.0,1.0,512,0.5,2.559495449066162,24.62,0.0,202,2.354762554168701,0.032838303595781326,8.086261342324839e-14,0,0.21233561635017395,0.1,6.554834365844727,10.0,31.622776601683793,2.3547627925872803,1.413919328914048,1.2193818274929455,exact_deterministic_ggn_2b,torch.float64,0.0001850701664807275,0.003694174811244011,7.515736704643055e-16,8.294460087370244e-14,symmetrized_jacobi_fullfp64_chunked,1024,0.002502964809536934,-0.005703873932361603,0.023080922663211823,0.5,9,40960,203.7037019589916,40960,1.0,1e-06,paper_sgd_momentum_1e-6,1.4276072978973389,0.8093149662017822,-0.09106162190437317,0.08179520815610886,-0.09268449991941452,-0.2942853271961212,0.006009116768836975
14,0,0.22678455710411072,0.7063489556312561,0.24472278356552124,-0.1468248963356018,0.010743052698671818,0.0,1.0,1.0,512,0.5,2.1082963943481445,25.58,0.0,201,2.6621482372283936,0.10802450776100159,8.827125617090167e-14,0,0.187818244099617,0.1,9.806058883666992,10.0,31.622776601683793,2.6621482372283936,1.413822927655332,0.754981082019924,exact_deterministic_ggn_2b,torch.float64,0.00047632993664592505,0.004323943983763456,7.507807611871907e-16,8.990639323200858e-14,symmetrized_jacobi_fullfp64_chunked,1024,0.019079208374023438,-0.009114031679928303,0.027675122022628784,0.5,19,81920,406.3412957158871,81920,1.0,1e-06,paper_sgd_momentum_1e-6,2.650275707244873,0.41383489966392517,-0.0913664698600769,0.11028501391410828,-0.03132720664143562,-0.5078675746917725,0.030167430639266968
14,0,0.3610166907310486,1.5148353576660156,0.3571285903453827,0.09815698862075806,0.0037091635167598724,0.0,1.0,1.0,512,0.5,1.5229452848434448,9.98,0.0,204,3.075165271759033,0.048594385385513306,9.231295717291603e-14,0,0.16259287297725677,0.1,15.48952865600586,10.0,31.622776601683793,3.0751655101776123,1.413054360638994,0.6446847145404748,exact_deterministic_ggn_2b,torch.float64,0.00016058282926678658,0.005118600558489561,7.720952627700393e-16,9.242167824359269e-14,symmetrized_jacobi_fullfp64_chunked,1024,0.022941209375858307,-0.03804931044578552,0.028990749269723892,0.5,29,122880,607.9122160850093,122880,1.0,1e-06,paper_sgd_momentum_1e-6,1.5041002035140991,0.35011693835258484,0.11825913935899734,0.1881731003522873,0.13495305180549622,-0.7005540728569031,0.006604035384953022
14,0,0.18636523187160492,0.31848403811454773,0.18472862243652344,0.11226882040500641,0.00023962139675859362,0.0,1.0,1.0,512,0.005780509971944206,1.1139577627182007,9.06,0.0,204,0.4160194993019104,0.6182811260223389,5.1057139927194433e-14,0,1.0,0.1,0.0029880478978157043,10.0,31.622776601683793,0.4160194993019104,1.414184527899346,0.3014489944754256,exact_deterministic_ggn_2b,torch.float64,1.0329714314138982e-05,4.992176005913507e-09,1.641539953897736e-15,4.5260649842140064e-14,symmetrized_jacobi_fullfp64_chunked,1024,0.05330297350883484,-0.014970969408750534,0.00018596366862766445,0.0038536733146294706,39,163840,808.4408651557751,163840,1.0,1e-06,paper_sgd_momentum_1e-6,4.296350002288818,0.16692319512367249,0.17853672802448273,0.1994820088148117,0.179762065410614,0.13157163560390472,1.5887640984146856e-05
14,0,0.16187459230422974,0.48452407121658325,0.16047784686088562,0.03358960151672363,0.0003676044871099293,0.0,1.0,1.0,512,0.0007593750000000001,0.6090973019599915,16.76,0.0,202,0.36696934700012207,0.56085205078125,2.13134990561438e-13,0,1.0,0.1,0.08196593821048737,10.0,31.622776601683793,0.36696934700012207,1.4142135623452858,0.10521981034124718,exact_deterministic_ggn_2b,torch.float64,1.6170777428214933e-07,2.3632846790633266e-09,7.381413420527032e-15,1.8225669603567768e-13,symmetrized_jacobi_fullfp64_chunked,1024,0.05184952914714813,-0.023392464965581894,0.0001656362001085654,0.0005062500000000001,49,204800,1009.6039927736856,204800,1.0,1e-06,paper_sgd_momentum_1e-6,2.777102470397949,0.10000000149011612,0.1594407558441162,0.18916024267673492,0.16055716574192047,0.09369008243083954,6.322089029708877e-05
14,0,0.1466013789176941,0.24074019491672516,0.14716555178165436,0.11052415519952774,8.69393115863204e-05,0.0,1.0,1.0,512,0.00033750000000000007,0.36670956015586853,13.08,0.0,202,0.5525014400482178,4.792789459228516,3.0510586257589057e-13,0,0.9049749970436096,0.1,0.01034664735198021,10.0,31.622776601683793,0.5525014400482178,1.4142135623719168,0.05396099750746491,exact_deterministic_ggn_2b,torch.float64,2.2355229134518595e-07,4.8260347107476065e-11,5.445036016333054e-15,2.6360138261033926e-13,symmetrized_jacobi_fullfp64_chunked,1024,0.06538999080657959,-0.006134621798992157,8.25844326755032e-05,0.00022500000000000005,59,245760,1211.2739578248002,245760,1.0,1e-06,paper_sgd_momentum_1e-6,9.841273307800293,0.13852040469646454,0.14642730355262756,0.16824166476726532,0.1463240683078766,0.12102790176868439,4.367239853309002e-06
14,0,0.138329416513443,0.17962945997714996,0.13837914168834686,0.08550342172384262,0.00010742414451669902,0.0,1.0,1.0,512,0.00022500000000000005,0.5842097997665405,16.09,0.0,202,0.44178739190101624,2.4088239669799805,4.5242650051419617e-13,0,1.0,0.1,0.021002575755119324,10.0,31.622776601683793,0.4417874217033386,1.4142135623730951,0.05598814991052886,exact_deterministic_ggn_2b,torch.float64,6.097335614185795e-08,5.316276585620727e-11,1.0501063792963849e-14,3.740399353886003e-13,symmetrized_jacobi_fullfp64_chunked,1024,0.07926922291517258,-0.009527178481221199,8.670007809996605e-05,0.00015000000000000004,69,286720,1413.3752789818682,286720,1.0,1e-06,paper_sgd_momentum_1e-6,3.5256762504577637,0.11679051071405411,0.13976743817329407,0.16059356927871704,0.13920602202415466,0.1302555650472641,7.862920028856024e-06
14,0,0.1124938577413559,0.3872801959514618,0.108180932700634,-0.003179240971803665,0.001533015980385244,0.0,1.0,1.0,512,0.0038443359375000003,0.49842479825019836,27.77,0.0,202,0.4846048653125763,1.2232699394226074,8.697164305114822e-13,0,1.0,0.1,1.5400604009628296,10.0,31.622776601683793,0.4846048653125763,1.4142135619975242,0.08771260799982776,exact_deterministic_ggn_2b,torch.float64,9.039303222380113e-06,1.138021389124333e-06,2.3041385802041302e-14,7.579577769868226e-13,symmetrized_jacobi_fullfp64_chunked,1024,0.05522358417510986,-0.0010552629828453064,0.0003186957910656929,0.002562890625,79,327680,1616.0637544980273,327680,1.0,1e-06,paper_sgd_momentum_1e-6,5.048985004425049,0.10000000149011612,0.16515807807445526,0.2360927313566208,0.1670648455619812,0.07310699671506882,0.0009557363227941096
8,2,0.11963626742362976,0.14162015914916992,0.12049508839845657,0.026515211910009384,5.544795931200497e-05,0.0,1.0,1.0,512,0.0001,0.23323091864585876,47.63,0.0,202,0.5003948211669922,7.025893688201904,2.3250102352760463e-12,0,0.9992109537124634,0.1,0.2490762174129486,10.0,31.622776601683793,0.5003948211669922,1.414213562373095,0.053756016977676686,exact_deterministic_ggn_2b,torch.float64,3.5074048554406545e-08,1.2434164808894366e-10,3.5179356487962185e-14,1.7981092667877928e-12,symmetrized_jacobi_fullfp64_chunked,1024,0.04840760678052902,-0.04462975263595581,3.83164660888724e-05,0.0001,89,368640,1818.6637892299332,368640,1.0,1e-06,paper_sgd_momentum_1e-6,4.558882236480713,0.10000000149011612,0.12217168509960175,0.13951119780540466,0.12140938639640808,0.11286017298698425,1.638228422962129e-05
8,2,0.11316005885601044,0.13487505912780762,0.1137145459651947,0.0839378610253334,2.8791460863430984e-05,0.0,1.0,1.0,512,0.00010000000000000003,0.197474867105484,42.44,0.0,202,0.46562647819519043,8.710966110229492,4.185933914240347e-12,0,1.0,0.1,0.004405662417411804,10.0,31.622776601683793,0.46562647819519043,1.4142135621863279,0.07019845580899199,exact_deterministic_ggn_2b,torch.float64,4.355482730034055e-08,2.2028312333943756e-12,5.849139573588957e-14,2.9468945800364903e-12,symmetrized_jacobi_fullfp64_chunked,1024,0.07319924235343933,-0.02798493579030037,2.4363223928958178e-05,0.0001,99,409600,2022.1856305529363,409600,1.0,1e-06,paper_sgd_momentum_1e-6,3.547358989715576,0.10000000149011612,0.11534883081912994,0.13443633913993835,0.11433196067810059,0.108672134578228,1.36726239361451e-05
