action_max,action_min,adv_avg,adv_max,adv_med,adv_min,adv_var,blockdiag_actor_cholesky_info_max,blockdiag_actor_direction_l2,blockdiag_actor_jacobi_scale_max,blockdiag_actor_jacobi_scale_min,blockdiag_actor_post_lr_delta_l2,blockdiag_actor_raw_scale,blockdiag_actor_relative_solve_residual,blockdiag_actor_rhs_l2,blockdiag_actor_solve_residual,blockdiag_actor_system_rows,blockdiag_critic_cholesky_info_max,blockdiag_critic_direction_l2,blockdiag_critic_jacobi_scale_max,blockdiag_critic_jacobi_scale_min,blockdiag_critic_post_lr_delta_l2,blockdiag_critic_raw_j_scale,blockdiag_critic_relative_solve_residual,blockdiag_critic_rhs_l2,blockdiag_critic_solve_residual,blockdiag_critic_system_rows,blockdiag_critic_weighted_scale,blockdiag_direction_cosine,blockdiag_finite_scan_pass,blockdiag_no_dual_cross_solve,blockdiag_policy_sum_direction_l2,blockdiag_shared_actor_direction_l2,blockdiag_shared_contribution_ratio,blockdiag_shared_critic_direction_l2,blockdiag_shared_sum_direction_l2,blockdiag_sum_post_lr_delta_l2,blockdiag_value_sum_direction_l2,clipfrac,critic_ratio_max,critic_ratio_min,critic_rows,curr_lr,entropy,eplenmean,eprewmean,fps,grad_norm,joint_actor_fisher_quadratic,joint_applied_solve_residual,joint_cholesky_info_max,joint_clip_scale,joint_critic_curvature_coef,joint_critic_ggn_quadratic,joint_critic_objective_coef,joint_direction_l2,joint_kernel_mode,joint_linear_solve_dtype,joint_predicted_step_kl,joint_relative_solve_residual,joint_solve_residual,joint_solver_mode,joint_system_rows,kl,loss_pi,loss_v,lr,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,optimizer_history_correction,optimizer_momentum,optimizer_momentum_semantics,ratio_max,ratio_min,ret_avg,ret_max,ret_med,ret_min,ret_var
14,0,-0.18806549906730652,0.5780346393585205,-0.14288797974586487,-1.5371434688568115,0.06578770279884338,0,0.45627811551094055,1.305899459635496,0.8070917529977011,4.562781032291241e-05,94.59245300292969,1.042484825687662e-15,22.62741470336914,3.094100409720292e-14,512,0,0.1858363002538681,1.3953121477777524,1.365896095366239,1.8583628843771294e-05,106.65972900390625,5.738919529781425e-16,12.484903335571289,8.627743779375024e-15,512,10.665972709655762,0.02416127547621727,1.0,1.0,0.15622515976428986,0.42869964241981506,2.6500179767608643,0.16177235543727875,0.46265658736228943,4.9681209929985926e-05,0.0914594829082489,0.0,1.0,1.0,512,0.0001,2.620354175567627,24.85,0.0,1567,0.4968121349811554,0.7823935747146606,3.094100409720292e-14,0,1.0,0.1,1.1564948558807373,1.0,0.496812105178833,full_shared_detggn_blockdiag_bxb,torch.float64,3.911967638714486e-09,1.042484825687662e-15,3.094100409720292e-14,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.05783909931778908,0.0009455978870391846,0.030443906784057617,0.0001,9,40960,26.86148985568434,40960,1.0,1e-06,paper_sgd_momentum_1e-6,3.1743979454040527,0.6278437972068787,0.02507081627845764,0.8172481060028076,-0.03680238872766495,-0.2195562720298767,0.026785803958773613
14,0,-0.36094701290130615,0.2761984169483185,-0.3191815912723541,-1.5709025859832764,0.07037852704524994,0,0.5094432234764099,0.948831603493002,0.32582235040724206,0.0002564234018791467,816.0687866210938,6.165287618641983e-15,22.627418518066406,3.314732995364494e-13,512,0,0.43303847312927246,1.1674957650222684,0.9943170417912914,0.00021796580404043198,1845.57958984375,9.288676876330144e-16,16.831012725830078,1.0330707272648538e-13,512,184.55795288085938,0.2764330506324768,1.0,1.0,0.1902649998664856,0.47257980704307556,1.1557033061981201,0.40891098976135254,0.7158958315849304,0.000379687495296821,0.14252765476703644,0.0,1.0,1.0,512,0.0007593750000000001,2.395029306411743,40.01,0.0,1536,0.7543352842330933,10.837451934814453,3.314732995364494e-13,0,0.6628352403640747,0.1,454.6143798828125,1.0,0.7543352842330933,full_shared_detggn_blockdiag_bxb,torch.float64,1.3728432577408967e-06,6.165287618641983e-15,3.314732995364494e-13,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.07382683455944061,-0.007277669385075569,0.05532870441675186,0.0005062500000000001,19,81920,53.409363467711955,81920,1.0,1e-06,paper_sgd_momentum_1e-6,3.541011333465576,0.6340435743331909,0.1189509779214859,0.924138069152832,0.0566369891166687,-0.1983230710029602,0.06990986317396164
14,0,-0.3157343864440918,22.07785987854004,-0.37026676535606384,-3.461106538772583,1.372426152229309,0,0.5338503122329712,0.6613719742652835,0.13730537628150147,3.482800821075216e-05,4615.51806640625,5.904023599626447e-14,22.627416610717773,1.3548334668619402e-12,512,0,1.0466840267181396,0.6569765749916886,0.4684499814927139,6.828490586485714e-05,15074.9580078125,5.847783003887043e-14,89.43675231933594,5.3484524084245095e-12,512,1507.495849609375,-0.0527319461107254,1.0,1.0,0.21616731584072113,0.48812687397003174,0.48305031657218933,1.0105093717575073,1.0956581830978394,7.500001083826646e-05,0.2727969288825989,0.0,1.0,1.0,512,0.00014999999999999993,1.591116189956665,55.57,0.02,1541,1.1496143341064453,0.8735696077346802,5.3484524084245095e-12,0,0.4349284768104553,0.1,13.494550704956055,1.0,1.1496143341064453,full_shared_detggn_blockdiag_bxb,torch.float64,1.859027487505216e-09,5.904023599626447e-14,5.3484524084245095e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.10905405879020691,-0.022314779460430145,1.5622913837432861,0.0001,29,122880,80.09408706473187,122880,1.0,1e-06,paper_sgd_momentum_1e-6,2.5909643173217773,0.3400023877620697,0.31474781036376953,24.6586856842041,-0.021931380033493042,-0.3935313820838928,1.973634958267212
14,0,-0.1730976700782776,24.141979217529297,-0.26328468322753906,-2.040024995803833,1.504076361656189,0,0.5955454111099243,0.6263276438268565,0.27612279549085533,0.010612371377646923,2425.31982421875,2.5952343260753583e-14,22.627416610717773,6.097763131351174e-13,512,0,1.726575255393982,0.847924448152348,0.6124013170500026,0.03076685220003128,7743.734375,3.5804882798911657e-14,116.20733642578125,4.262125049930915e-12,512,774.3734130859375,0.02967456914484501,1.0,1.0,0.3803364336490631,0.45827779173851013,0.2762608230113983,1.658859133720398,1.73863685131073,0.032842040061950684,0.4787987470626831,0.0,1.0,1.0,512,0.0656840835571289,2.498786449432373,58.1,0.0,1563,1.8430306911468506,2.088682174682617,4.262125049930915e-12,0,0.2712922692298889,0.1,17.623289108276367,1.0,1.8430308103561401,full_shared_detggn_blockdiag_bxb,torch.float64,0.00033161751343868673,3.5804882798911657e-14,4.262125049930915e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.03542674705386162,-0.019251752644777298,2.637528419494629,0.0656840835571289,39,163840,106.70528793893754,163840,1.0,1e-06,paper_sgd_momentum_1e-6,1.9650033712387085,0.5276775360107422,-0.043999653309583664,25.248767852783203,-0.2869372069835663,-0.5977206826210022,1.7925007343292236
14,0,-0.14989233016967773,14.629241943359375,-0.07824923098087311,-3.1077933311462402,0.7456976771354675,0,1.0809717178344727,0.7567803133618975,0.18570362696411527,0.0011361843207851052,1991.1727294921875,2.927994439581261e-14,22.627416610717773,9.444493091998643e-13,512,0,0.5329572558403015,0.9694114832214448,0.6282618956746416,0.0005601790035143495,5465.5380859375,3.5788432544644036e-14,48.47943115234375,1.808022805605536e-12,512,546.5538330078125,0.029370447620749474,1.0,1.0,0.39705362915992737,1.0054094791412354,1.9224140644073486,0.5229932069778442,1.1481339931488037,0.0012814452638849616,0.10257462412118912,0.0,1.0,1.0,512,0.002562890625,2.185267925262451,33.24,0.01,1553,1.219173789024353,3.0159268379211426,1.808022805605536e-12,0,0.4101138114929199,0.1,66.1043701171875,1.0,1.219173789024353,full_shared_detggn_blockdiag_bxb,torch.float64,1.665941340434074e-06,3.5788432544644036e-14,1.808022805605536e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.0480293408036232,-0.30060291290283203,0.459034264087677,0.00170859375,49,204800,133.50028576981276,204800,1.0,1e-06,paper_sgd_momentum_1e-6,8.281954765319824,0.28044387698173523,-0.2204168438911438,15.280138969421387,-0.4668608605861664,-1.3818268775939941,1.1169933080673218
14,0,-0.30153900384902954,0.5569140315055847,-0.28765231370925903,-1.8508589267730713,0.07283961027860641,0,0.5637676119804382,0.8283268130749258,0.2849913403412379,0.0006872082012705505,1268.0667724609375,6.9754955698324884e-15,22.627418518066406,3.4117394144916053e-13,512,0,0.32039177417755127,1.0954323199128126,0.7941992110483079,0.0003905436606146395,2824.053955078125,1.7376997545563747e-15,10.935258865356445,1.4048686875125044e-13,512,282.4053955078125,0.1956961452960968,1.0,1.0,0.18850427865982056,0.5313191413879395,1.7193279266357422,0.30902722477912903,0.6696967482566833,0.0008542969007976353,0.08457580208778381,0.0,1.0,1.0,512,0.00170859375,2.5617005825042725,53.81,0.0,1445,0.7008428573608398,9.121944427490234,3.4117394144916053e-13,0,0.7134267687797546,0.1,282.7620849609375,1.0,0.7008427977561951,full_shared_detggn_blockdiag_bxb,torch.float64,6.77694333717227e-06,6.9754955698324884e-15,3.4117394144916053e-13,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.047875914722681046,-0.036952801048755646,0.023355446755886078,0.0011390625,59,245760,160.24425133271143,245760,1.0,1e-06,paper_sgd_momentum_1e-6,2.8272640705108643,0.26492124795913696,-0.21551987528800964,1.3953489065170288,-0.243584543466568,-0.946127712726593,0.11366304755210876
14,0,0.40318021178245544,77.18048095703125,-0.1751721203327179,-2.5173308849334717,15.719977378845215,0,0.7764008641242981,1.3880283249675973,0.09428757292780901,8.833047104417346e-06,15018.83984375,6.602903917640881e-14,22.627416610717773,2.7497087313069905e-12,512,0,4.216696262359619,0.7268059821852573,0.3305222401248577,4.797299698111601e-05,18595.20703125,5.55303071641848e-14,179.08558654785156,1.0274290726252518e-11,512,1859.5205078125,0.14226461946964264,1.0,1.0,0.3269452154636383,0.704205334186554,0.18106426298618317,3.889256477355957,4.068626880645752,4.999999873689376e-05,1.6291753053665161,0.0,1.0,1.0,512,0.0001,1.54571533203125,65.39,0.21,1549,4.394864082336426,208.98971557617188,1.0274290726252518e-11,0,0.11376915872097015,0.1,139.18353271484375,1.0,4.394864082336426,full_shared_detggn_blockdiag_bxb,torch.float64,1.3525209396902937e-08,6.602903917640881e-14,1.0274290726252518e-11,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.08511966466903687,-0.06859295070171356,6.263993263244629,0.0001,69,286720,187.26847671996802,286720,1.0,1e-06,paper_sgd_momentum_1e-6,2.844295024871826,0.17266523838043213,1.2293221950531006,78.86099243164062,0.39116013050079346,-0.622892439365387,16.862546920776367
14,0,-0.3773210346698761,5.5004496574401855,-0.30587440729141235,-4.906623840332031,0.3449738621711731,0,0.5936757922172546,1.3862628725224204,0.0369957891007516,3.3507389161968604e-05,26569.078125,8.441417349754206e-14,22.627416610717773,7.274182117080555e-12,512,0,0.5795674920082092,0.6303557762578277,0.26562501590876575,3.271110836067237e-05,27447.234375,4.375433885228767e-14,25.40618324279785,2.2548569493937128e-12,512,2744.723388671875,0.14015509188175201,1.0,1.0,0.14964936673641205,0.5745050311088562,1.0418440103530884,0.5514309406280518,0.8547397255897522,4.999999873689376e-05,0.1783882975578308,0.0,1.0,1.0,512,0.0001,1.3423423767089844,70.2,0.03,1543,0.885887861251831,50.65895080566406,7.274182117080555e-12,0,0.5644055008888245,0.1,99.39401245117188,1.0,0.885887861251831,full_shared_detggn_blockdiag_bxb,torch.float64,8.068794699056525e-08,8.441417349754206e-14,7.274182117080555e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.049529045820236206,-0.019076146185398102,0.12606917321681976,0.0001,79,327680,214.01221558777615,327680,1.0,1e-06,paper_sgd_momentum_1e-6,3.4186806678771973,0.42919424176216125,0.8337783217430115,7.65578556060791,0.054920975118875504,-0.49850454926490784,1.79641854763031
14,0,-0.35638391971588135,0.598433256149292,-0.34528833627700806,-2.1539218425750732,0.08372757583856583,0,0.49955111742019653,1.4141077268640738,0.030253083799374043,2.7054498787038028e-05,21616.287109375,4.3960648158465545e-14,22.627416610717773,4.157653519103953e-12,512,0,0.5748897194862366,0.6178137363385993,0.27404852462807805,3.113465936621651e-05,27620.30859375,3.684815719430852e-14,20.22142791748047,1.7026275154258963e-12,512,2762.031005859375,0.47409242391586304,1.0,1.0,0.11728517711162567,0.48558780550956726,0.8747088313102722,0.5551422238349915,0.9034847021102905,4.999999873689376e-05,0.14938294887542725,0.0,1.0,1.0,512,0.0001,0.7630670070648193,78.79,0.03,1557,0.9232311248779297,51.440731048583984,4.157653519103953e-12,0,0.5415762066841125,0.1,92.49559020996094,1.0,0.9232311248779297,full_shared_detggn_blockdiag_bxb,torch.float64,7.543906122009503e-08,4.3960648158465545e-14,4.157653519103953e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.0832873061299324,0.0068452004343271255,0.0798644870519638,0.0001,89,368640,240.95286836568266,368640,1.0,1e-06,paper_sgd_momentum_1e-6,4.651346206665039,0.23583965003490448,0.4932094216346741,2.0854692459106445,0.2158723622560501,-0.729302167892456,0.5806121230125427
12,1,-0.30517539381980896,0.4994116425514221,-0.3066806197166443,-1.502933144569397,0.04915153235197067,0,0.34602078795433044,1.4142135611158948,0.04608209900725742,2.7779808078776114e-05,11402.28125,1.95314317843621e-15,22.62741470336914,7.08476498338921e-13,512,0,0.4594334363937378,0.3425255937250873,0.1319500345347556,3.688498691190034e-05,114475.109375,8.990301482135306e-14,17.166728973388672,4.586798441461017e-12,512,11447.509765625,0.17946478724479675,1.0,1.0,0.13525275886058807,0.3184918761253357,0.7171446084976196,0.44411107897758484,0.5964327454566956,5.0000002374872565e-05,0.11766239255666733,0.0,1.0,1.0,512,0.0001,0.06275755167007446,71.51,0.13,1605,0.6227919459342957,395.08819580078125,4.586798441461017e-12,0,0.8028363585472107,0.1,69.61793518066406,1.0,0.6227919459342957,full_shared_detggn_blockdiag_bxb,torch.float64,1.273263023904292e-06,8.990301482135306e-14,4.586798441461017e-12,two_independent_raw_bxb_fp64_jacobi_cholesky,1024,0.08826319873332977,-0.010540585964918137,0.057557933032512665,0.0001,99,409600,267.0027349037118,409600,1.0,1e-06,paper_sgd_momentum_1e-6,3.5897083282470703,0.10000000149011612,0.29841259121894836,1.8837388753890991,0.3593865931034088,-1.1244927644729614,0.16333098709583282
