Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.

Epoch starts:   0%|          | 0/1466 [00:00<?, ?it/s]
Stepping environment...:   0%|          | 0/1466 [00:00<?, ?it/s]
Minibatch training...:   0%|          | 0/1466 [00:03<?, ?it/s]  
Minibatch training...:   0%|          | 0/1466 [00:04<?, ?it/s, cf=0.0625, entropy=2.7, kl=0.00357, loss_pi=-.00716, loss_v=0.00204, lr=0.001]
Minibatch training...:   0%|          | 1/1466 [00:05<2:02:33,  5.02s/it, cf=0.0625, entropy=2.7, kl=0.00357, loss_pi=-.00716, loss_v=0.00204, lr=0.001]
Stepping environment...:   0%|          | 1/1466 [00:05<2:02:33,  5.02s/it, cf=0.0625, entropy=2.7, kl=0.00357, loss_pi=-.00716, loss_v=0.00204, lr=0.001]
Minibatch training...:   0%|          | 1/1466 [00:06<2:02:33,  5.02s/it, cf=0.0625, entropy=2.7, kl=0.00357, loss_pi=-.00716, loss_v=0.00204, lr=0.001]  
Minibatch training...:   0%|          | 1/1466 [00:07<2:02:33,  5.02s/it, cf=0.082, entropy=2.68, kl=0.0102, loss_pi=-.00801, loss_v=0.000672, lr=0.001]
Minibatch training...:   0%|          | 2/1466 [00:07<1:25:15,  3.49s/it, cf=0.082, entropy=2.68, kl=0.0102, loss_pi=-.00801, loss_v=0.000672, lr=0.001]
Stepping environment...:   0%|          | 2/1466 [00:07<1:25:15,  3.49s/it, cf=0.082, entropy=2.68, kl=0.0102, loss_pi=-.00801, loss_v=0.000672, lr=0.001]
Minibatch training...:   0%|          | 2/1466 [00:09<1:25:15,  3.49s/it, cf=0.082, entropy=2.68, kl=0.0102, loss_pi=-.00801, loss_v=0.000672, lr=0.001]  
Minibatch training...:   0%|          | 2/1466 [00:09<1:25:15,  3.49s/it, cf=0.0879, entropy=2.65, kl=0.0112, loss_pi=-.0073, loss_v=0.000147, lr=0.001]
Minibatch training...:   0%|          | 3/1466 [00:09<1:14:29,  3.05s/it, cf=0.0879, entropy=2.65, kl=0.0112, loss_pi=-.0073, loss_v=0.000147, lr=0.001]
Stepping environment...:   0%|          | 3/1466 [00:09<1:14:29,  3.05s/it, cf=0.0879, entropy=2.65, kl=0.0112, loss_pi=-.0073, loss_v=0.000147, lr=0.001]
Minibatch training...:   0%|          | 3/1466 [00:11<1:14:29,  3.05s/it, cf=0.0879, entropy=2.65, kl=0.0112, loss_pi=-.0073, loss_v=0.000147, lr=0.001]  
